millis,Date,Time,Sensor1,Sensor2,Sensor3,Trigger,Sensor1 Amps,Sensor2 Amps,Sensor3 Amps,Trigger amps
34002, 1472465949, 10:19:9, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
34502, 1472465950, 10:19:10, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
35002, 1472465950, 10:19:10, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
35502, 1472465951, 10:19:11, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
36002, 1472465951, 10:19:11, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
36502, 1472465952, 10:19:12, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
37002, 1472465952, 10:19:12, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
37502, 1472465953, 10:19:13, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
38002, 1472465953, 10:19:13, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
38502, 1472465954, 10:19:14, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
39002, 1472465954, 10:19:14, 8, 8, 1, 0, 0.16, 0.16, 0.02, 0.00, 
39502, 1472465955, 10:19:15, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
40002, 1472465955, 10:19:15, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
40502, 1472465956, 10:19:16, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
41003, 1472465956, 10:19:16, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
41502, 1472465957, 10:19:17, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
42002, 1472465957, 10:19:17, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
42502, 1472465958, 10:19:18, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
43002, 1472465958, 10:19:18, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
43502, 1472465959, 10:19:19, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
44002, 1472465959, 10:19:19, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
44503, 1472465960, 10:19:20, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
45002, 1472465960, 10:19:20, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
45502, 1472465961, 10:19:21, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
46002, 1472465961, 10:19:21, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
46502, 1472465962, 10:19:22, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
47002, 1472465962, 10:19:22, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
47502, 1472465963, 10:19:23, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
48002, 1472465963, 10:19:23, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
48502, 1472465964, 10:19:24, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
49002, 1472465964, 10:19:24, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
49502, 1472465965, 10:19:25, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
50002, 1472465965, 10:19:25, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
50502, 1472465966, 10:19:26, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
51002, 1472465966, 10:19:26, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
51502, 1472465967, 10:19:27, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
52002, 1472465967, 10:19:27, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
52502, 1472465968, 10:19:28, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
53002, 1472465968, 10:19:28, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
53502, 1472465969, 10:19:29, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
54002, 1472465969, 10:19:29, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
54502, 1472465970, 10:19:30, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
55002, 1472465970, 10:19:30, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
55502, 1472465971, 10:19:31, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
56002, 1472465971, 10:19:31, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
56502, 1472465972, 10:19:32, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
57003, 1472465972, 10:19:32, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
57502, 1472465973, 10:19:33, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
58002, 1472465973, 10:19:33, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
58502, 1472465974, 10:19:34, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
59002, 1472465974, 10:19:34, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
59502, 1472465975, 10:19:35, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
60002, 1472465975, 10:19:35, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
60503, 1472465976, 10:19:36, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
61002, 1472465976, 10:19:36, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
61502, 1472465977, 10:19:37, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
62002, 1472465977, 10:19:37, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
62502, 1472465978, 10:19:38, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
63002, 1472465978, 10:19:38, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
63502, 1472465979, 10:19:39, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
64002, 1472465979, 10:19:39, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
64502, 1472465980, 10:19:40, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
65002, 1472465980, 10:19:40, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
65502, 1472465981, 10:19:41, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
66002, 1472465981, 10:19:41, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
66502, 1472465982, 10:19:42, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
67002, 1472465982, 10:19:42, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
67502, 1472465983, 10:19:43, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
68002, 1472465983, 10:19:43, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
68502, 1472465984, 10:19:44, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
69002, 1472465984, 10:19:44, 3, 8, 1, 0, 0.06, 0.16, 0.02, 0.00, 
69502, 1472465985, 10:19:45, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
70002, 1472465985, 10:19:45, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
70502, 1472465986, 10:19:46, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
71002, 1472465986, 10:19:46, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
71502, 1472465987, 10:19:47, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
72002, 1472465987, 10:19:47, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
72502, 1472465988, 10:19:48, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
73003, 1472465988, 10:19:48, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
73502, 1472465989, 10:19:49, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
74002, 1472465989, 10:19:49, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
74502, 1472465990, 10:19:50, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
75002, 1472465990, 10:19:50, 8, 9, 0, 1, 0.16, 0.18, 0.00, 0.02, 
75502, 1472465991, 10:19:51, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
76002, 1472465991, 10:19:51, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
76503, 1472465992, 10:19:52, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
77002, 1472465992, 10:19:52, 4, 9, 0, 1, 0.08, 0.18, 0.00, 0.02, 
77502, 1472465993, 10:19:53, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
78002, 1472465993, 10:19:53, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
78502, 1472465994, 10:19:54, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
79002, 1472465994, 10:19:54, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
79502, 1472465995, 10:19:55, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
80002, 1472465995, 10:19:55, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
80502, 1472465996, 10:19:56, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
81002, 1472465996, 10:19:56, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
81502, 1472465997, 10:19:57, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
82002, 1472465997, 10:19:57, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
82502, 1472465998, 10:19:58, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
83002, 1472465998, 10:19:58, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
83502, 1472465999, 10:19:59, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
84002, 1472465999, 10:19:59, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
84502, 1472466000, 10:20:0, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
85002, 1472466000, 10:20:0, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
85502, 1472466001, 10:20:1, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
86002, 1472466001, 10:20:1, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
86502, 1472466002, 10:20:2, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
87002, 1472466002, 10:20:2, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
87502, 1472466003, 10:20:3, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
88002, 1472466003, 10:20:3, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
88502, 1472466004, 10:20:4, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
89003, 1472466004, 10:20:4, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
89502, 1472466005, 10:20:5, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
90002, 1472466005, 10:20:5, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
90502, 1472466006, 10:20:6, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
91002, 1472466006, 10:20:6, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
91502, 1472466007, 10:20:7, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
92002, 1472466007, 10:20:7, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
92503, 1472466008, 10:20:8, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
93002, 1472466008, 10:20:8, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
93502, 1472466009, 10:20:9, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
94002, 1472466009, 10:20:9, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
94502, 1472466010, 10:20:10, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
95002, 1472466010, 10:20:10, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
95502, 1472466011, 10:20:11, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
96002, 1472466011, 10:20:11, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
96502, 1472466012, 10:20:12, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
97002, 1472466012, 10:20:12, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
97502, 1472466013, 10:20:13, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
98002, 1472466013, 10:20:13, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
98502, 1472466014, 10:20:14, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
99002, 1472466014, 10:20:14, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
99502, 1472466015, 10:20:15, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
100002, 1472466015, 10:20:15, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
100502, 1472466016, 10:20:16, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
101002, 1472466016, 10:20:16, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
101502, 1472466017, 10:20:17, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
102002, 1472466017, 10:20:17, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
102502, 1472466018, 10:20:18, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
103002, 1472466018, 10:20:18, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
103502, 1472466019, 10:20:19, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
104002, 1472466019, 10:20:19, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
104502, 1472466020, 10:20:20, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
105003, 1472466020, 10:20:20, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
105502, 1472466021, 10:20:21, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
106002, 1472466021, 10:20:21, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
106502, 1472466022, 10:20:22, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
107002, 1472466022, 10:20:22, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
107502, 1472466023, 10:20:23, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
108002, 1472466023, 10:20:23, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
108503, 1472466024, 10:20:24, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
109002, 1472466024, 10:20:24, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
109502, 1472466025, 10:20:25, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
110002, 1472466025, 10:20:25, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
110502, 1472466026, 10:20:26, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
111002, 1472466026, 10:20:26, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
111502, 1472466027, 10:20:27, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
112002, 1472466027, 10:20:27, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
112502, 1472466028, 10:20:28, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
113002, 1472466028, 10:20:28, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
113502, 1472466029, 10:20:29, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
114002, 1472466029, 10:20:29, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
114502, 1472466030, 10:20:30, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
115002, 1472466030, 10:20:30, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
115502, 1472466031, 10:20:31, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
116002, 1472466031, 10:20:31, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
116502, 1472466032, 10:20:32, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
117002, 1472466032, 10:20:32, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
117502, 1472466033, 10:20:33, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
118002, 1472466033, 10:20:33, 364, 361, 336, 327, 7.12, 7.06, 6.57, 6.39, 
118502, 1472466034, 10:20:34, 179, 160, 147, 160, 3.50, 3.13, 2.87, 3.13, 
119002, 1472466034, 10:20:34, 30, 33, 28, 19, 0.59, 0.65, 0.55, 0.37, 
119502, 1472466035, 10:20:35, 16, 3, 8, 4, 0.31, 0.06, 0.16, 0.08, 
120002, 1472466035, 10:20:35, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
120502, 1472466036, 10:20:36, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
121003, 1472466036, 10:20:36, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
121502, 1472466037, 10:20:37, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
122002, 1472466037, 10:20:37, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
122502, 1472466038, 10:20:38, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
123002, 1472466038, 10:20:38, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
123502, 1472466039, 10:20:39, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
124002, 1472466039, 10:20:39, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
124503, 1472466040, 10:20:40, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
125002, 1472466040, 10:20:40, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
125502, 1472466041, 10:20:41, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
126002, 1472466041, 10:20:41, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
126502, 1472466042, 10:20:42, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
127002, 1472466042, 10:20:42, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
127502, 1472466043, 10:20:43, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
128002, 1472466043, 10:20:43, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
128502, 1472466044, 10:20:44, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
129002, 1472466044, 10:20:44, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
129502, 1472466045, 10:20:45, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
130002, 1472466045, 10:20:45, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
130502, 1472466046, 10:20:46, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
131002, 1472466046, 10:20:46, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
131502, 1472466047, 10:20:47, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
132002, 1472466047, 10:20:47, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
132502, 1472466048, 10:20:48, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
133002, 1472466048, 10:20:48, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
133502, 1472466049, 10:20:49, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
134002, 1472466049, 10:20:49, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
134502, 1472466050, 10:20:50, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
135002, 1472466050, 10:20:50, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
135502, 1472466051, 10:20:51, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
136002, 1472466051, 10:20:51, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
136502, 1472466052, 10:20:52, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
137003, 1472466052, 10:20:52, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
137502, 1472466053, 10:20:53, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
138002, 1472466053, 10:20:53, 8, 5, 0, 1, 0.16, 0.10, 0.00, 0.02, 
138502, 1472466054, 10:20:54, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
