millis,Date,Time,Sensor1,Sensor2,Sensor3,Trigger,Sensor1 Amps,Sensor2 Amps,Sensor3 Amps,Trigger amps
23002, 1472025784, 8:3:4, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
23502, 1472025785, 8:3:5, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
24002, 1472025785, 8:3:5, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
24502, 1472025786, 8:3:6, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
25003, 1472025786, 8:3:6, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
25502, 1472025787, 8:3:7, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
26002, 1472025787, 8:3:7, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
26502, 1472025788, 8:3:8, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
27002, 1472025788, 8:3:8, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
27502, 1472025789, 8:3:9, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
28002, 1472025789, 8:3:9, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
28503, 1472025790, 8:3:10, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
29002, 1472025790, 8:3:10, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
29502, 1472025791, 8:3:11, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
30002, 1472025791, 8:3:11, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
30502, 1472025792, 8:3:12, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
31002, 1472025792, 8:3:12, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
31502, 1472025793, 8:3:13, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
32002, 1472025793, 8:3:13, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
32502, 1472025794, 8:3:14, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
33002, 1472025794, 8:3:14, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
33502, 1472025795, 8:3:15, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
34002, 1472025795, 8:3:15, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
34502, 1472025796, 8:3:16, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
35002, 1472025796, 8:3:16, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
35502, 1472025797, 8:3:17, 0, 1, 0, 1, 0.00, 0.02, 0.00, 0.02, 
36002, 1472025797, 8:3:17, 4, 4, 0, 1, 0.08, 0.08, 0.00, 0.02, 
36502, 1472025798, 8:3:18, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
37002, 1472025798, 8:3:18, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
37502, 1472025799, 8:3:19, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
38002, 1472025799, 8:3:19, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
38502, 1472025800, 8:3:20, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
39002, 1472025800, 8:3:20, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
39502, 1472025801, 8:3:21, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
40002, 1472025801, 8:3:21, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
40502, 1472025802, 8:3:22, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
41003, 1472025802, 8:3:22, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
41502, 1472025803, 8:3:23, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
42002, 1472025803, 8:3:23, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
42502, 1472025804, 8:3:24, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
43002, 1472025804, 8:3:24, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
43502, 1472025805, 8:3:25, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
44002, 1472025805, 8:3:25, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
44503, 1472025806, 8:3:26, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
45002, 1472025806, 8:3:26, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
45502, 1472025807, 8:3:27, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
46002, 1472025807, 8:3:27, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
46502, 1472025808, 8:3:28, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
47002, 1472025808, 8:3:28, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
47502, 1472025809, 8:3:29, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
48002, 1472025809, 8:3:29, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
48502, 1472025810, 8:3:30, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
49002, 1472025810, 8:3:30, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
49502, 1472025811, 8:3:31, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
50002, 1472025811, 8:3:31, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
50502, 1472025812, 8:3:32, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
51002, 1472025812, 8:3:32, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
51502, 1472025813, 8:3:33, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
52002, 1472025813, 8:3:33, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
52502, 1472025814, 8:3:34, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
53002, 1472025814, 8:3:34, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
53502, 1472025815, 8:3:35, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
54002, 1472025815, 8:3:35, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
54502, 1472025816, 8:3:36, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
55002, 1472025816, 8:3:36, 4, 0, 1, 0, 0.08, 0.00, 0.02, 0.00, 
55502, 1472025817, 8:3:37, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
56002, 1472025817, 8:3:37, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
56502, 1472025818, 8:3:38, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
57003, 1472025818, 8:3:38, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
57502, 1472025819, 8:3:39, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
58002, 1472025819, 8:3:39, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
58502, 1472025820, 8:3:40, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
59002, 1472025820, 8:3:40, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
59502, 1472025821, 8:3:41, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
60002, 1472025821, 8:3:41, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
60503, 1472025822, 8:3:42, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
61002, 1472025822, 8:3:42, 8, 1, 0, 1, 0.16, 0.02, 0.00, 0.02, 
61502, 1472025823, 8:3:43, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
62002, 1472025823, 8:3:43, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
62502, 1472025824, 8:3:44, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
63002, 1472025824, 8:3:44, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
63502, 1472025825, 8:3:45, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
64002, 1472025825, 8:3:45, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
64502, 1472025826, 8:3:46, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
65002, 1472025826, 8:3:46, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
65502, 1472025827, 8:3:47, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
66002, 1472025827, 8:3:47, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
66502, 1472025828, 8:3:48, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
67002, 1472025828, 8:3:48, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
67502, 1472025829, 8:3:49, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
68002, 1472025829, 8:3:49, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
68502, 1472025830, 8:3:50, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
69002, 1472025830, 8:3:50, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
69502, 1472025831, 8:3:51, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
70002, 1472025831, 8:3:51, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
70502, 1472025832, 8:3:52, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
71002, 1472025832, 8:3:52, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
71502, 1472025833, 8:3:53, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
72002, 1472025833, 8:3:53, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
72502, 1472025834, 8:3:54, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
73003, 1472025834, 8:3:54, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
73502, 1472025835, 8:3:55, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
74002, 1472025835, 8:3:55, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
74502, 1472025836, 8:3:56, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
75002, 1472025836, 8:3:56, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
75502, 1472025837, 8:3:57, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
76002, 1472025837, 8:3:57, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
76503, 1472025838, 8:3:58, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
77002, 1472025838, 8:3:58, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
77502, 1472025839, 8:3:59, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
78002, 1472025839, 8:3:59, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
78502, 1472025840, 8:4:0, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
79002, 1472025840, 8:4:0, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
79502, 1472025841, 8:4:1, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
80002, 1472025841, 8:4:1, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
80502, 1472025842, 8:4:2, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
81002, 1472025842, 8:4:2, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
81502, 1472025843, 8:4:3, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
82002, 1472025843, 8:4:3, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
82502, 1472025844, 8:4:4, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
83002, 1472025844, 8:4:4, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
83502, 1472025845, 8:4:5, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
84002, 1472025845, 8:4:5, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
84502, 1472025846, 8:4:6, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
85002, 1472025846, 8:4:6, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
85502, 1472025847, 8:4:7, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
86002, 1472025847, 8:4:7, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
86502, 1472025848, 8:4:8, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
87002, 1472025848, 8:4:8, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
87502, 1472025849, 8:4:9, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
88002, 1472025849, 8:4:9, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
88502, 1472025850, 8:4:10, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
89003, 1472025850, 8:4:10, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
89502, 1472025851, 8:4:11, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
90002, 1472025851, 8:4:11, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
90502, 1472025852, 8:4:12, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
91002, 1472025852, 8:4:12, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
91502, 1472025853, 8:4:13, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
92002, 1472025853, 8:4:13, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
92503, 1472025854, 8:4:14, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
93002, 1472025854, 8:4:14, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
93502, 1472025855, 8:4:15, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
94002, 1472025855, 8:4:15, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
94502, 1472025856, 8:4:16, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
95002, 1472025856, 8:4:16, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
95502, 1472025857, 8:4:17, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
96002, 1472025857, 8:4:17, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
96502, 1472025858, 8:4:18, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
97002, 1472025858, 8:4:18, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
97502, 1472025859, 8:4:19, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
98002, 1472025859, 8:4:19, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
98502, 1472025860, 8:4:20, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
99002, 1472025860, 8:4:20, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
99502, 1472025861, 8:4:21, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
100002, 1472025861, 8:4:21, 1, 4, 1, 0, 0.02, 0.08, 0.02, 0.00, 
100502, 1472025862, 8:4:22, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
101002, 1472025862, 8:4:22, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
101502, 1472025863, 8:4:23, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
102002, 1472025863, 8:4:23, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
102502, 1472025864, 8:4:24, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
103002, 1472025864, 8:4:24, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
103502, 1472025865, 8:4:25, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
104002, 1472025865, 8:4:25, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
104502, 1472025866, 8:4:26, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
105003, 1472025866, 8:4:26, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
105502, 1472025867, 8:4:27, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
106002, 1472025867, 8:4:27, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
106502, 1472025868, 8:4:28, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
107002, 1472025868, 8:4:28, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
107502, 1472025869, 8:4:29, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
108002, 1472025869, 8:4:29, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
108503, 1472025870, 8:4:30, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
109002, 1472025870, 8:4:30, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
109502, 1472025871, 8:4:31, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
110002, 1472025871, 8:4:31, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
110502, 1472025872, 8:4:32, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
111002, 1472025872, 8:4:32, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
111502, 1472025873, 8:4:33, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
112002, 1472025873, 8:4:33, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
112502, 1472025874, 8:4:34, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
113002, 1472025874, 8:4:34, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
113502, 1472025875, 8:4:35, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
114002, 1472025875, 8:4:35, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
114502, 1472025876, 8:4:36, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
115002, 1472025876, 8:4:36, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
115502, 1472025877, 8:4:37, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
116002, 1472025877, 8:4:37, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
116502, 1472025878, 8:4:38, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
117002, 1472025878, 8:4:38, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
117502, 1472025879, 8:4:39, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
118002, 1472025879, 8:4:39, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
118502, 1472025880, 8:4:40, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
119002, 1472025880, 8:4:40, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
119502, 1472025881, 8:4:41, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
120002, 1472025881, 8:4:41, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
120502, 1472025882, 8:4:42, 0, 0, 0, 0, 0.00, 0.00, 0.00, 0.00, 
121003, 1472025882, 8:4:42, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
121502, 1472025883, 8:4:43, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
122002, 1472025883, 8:4:43, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
122502, 1472025884, 8:4:44, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
123002, 1472025884, 8:4:44, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
123502, 1472025885, 8:4:45, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
124002, 1472025885, 8:4:45, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
124503, 1472025886, 8:4:46, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
125002, 1472025886, 8:4:46, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
125502, 1472025887, 8:4:47, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
126002, 1472025887, 8:4:47, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
126502, 1472025888, 8:4:48, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
127002, 1472025888, 8:4:48, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
127502, 1472025889, 8:4:49, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
128002, 1472025889, 8:4:49, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
128502, 1472025890, 8:4:50, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
129002, 1472025890, 8:4:50, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
129502, 1472025891, 8:4:51, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
130002, 1472025891, 8:4:51, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
130502, 1472025892, 8:4:52, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
131002, 1472025892, 8:4:52, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
131502, 1472025893, 8:4:53, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
132002, 1472025893, 8:4:53, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
132502, 1472025894, 8:4:54, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
133002, 1472025894, 8:4:54, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
133502, 1472025895, 8:4:55, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
134002, 1472025895, 8:4:55, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
134502, 1472025896, 8:4:56, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
135002, 1472025896, 8:4:56, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
135502, 1472025897, 8:4:57, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
136002, 1472025897, 8:4:57, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
136502, 1472025898, 8:4:58, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
137003, 1472025898, 8:4:58, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
137502, 1472025899, 8:4:59, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
138002, 1472025899, 8:4:59, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
138502, 1472025900, 8:5:0, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
