millis,Date,Time,Sensor1,Sensor2,Sensor3,Trigger,Sensor1 Amps,Sensor2 Amps,Sensor3 Amps,Trigger amps
29002, 1472111940, 7:59:0, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
29502, 1472111941, 7:59:1, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
30002, 1472111941, 7:59:1, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
30502, 1472111942, 7:59:2, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
31002, 1472111942, 7:59:2, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
31502, 1472111943, 7:59:3, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
32002, 1472111943, 7:59:3, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
32502, 1472111944, 7:59:4, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
33002, 1472111944, 7:59:4, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
33502, 1472111945, 7:59:5, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
34002, 1472111945, 7:59:5, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
34502, 1472111946, 7:59:6, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
35002, 1472111946, 7:59:6, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
35502, 1472111947, 7:59:7, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
36002, 1472111947, 7:59:7, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
36502, 1472111948, 7:59:8, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
37002, 1472111948, 7:59:8, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
37502, 1472111949, 7:59:9, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
38002, 1472111949, 7:59:9, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
38502, 1472111950, 7:59:10, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
39002, 1472111950, 7:59:10, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
39502, 1472111951, 7:59:11, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
40002, 1472111951, 7:59:11, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
40502, 1472111952, 7:59:12, 3, 8, 1, 0, 0.06, 0.16, 0.02, 0.00, 
41003, 1472111952, 7:59:12, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
41502, 1472111953, 7:59:13, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
42002, 1472111953, 7:59:13, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
42502, 1472111954, 7:59:14, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
43002, 1472111954, 7:59:14, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
43502, 1472111955, 7:59:15, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
44002, 1472111955, 7:59:15, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
44503, 1472111956, 7:59:16, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
45002, 1472111956, 7:59:16, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
45502, 1472111957, 7:59:17, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
46002, 1472111957, 7:59:17, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
46502, 1472111958, 7:59:18, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
47002, 1472111958, 7:59:18, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
47502, 1472111959, 7:59:19, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
48002, 1472111959, 7:59:19, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
48502, 1472111960, 7:59:20, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
49002, 1472111960, 7:59:20, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
49502, 1472111961, 7:59:21, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
50002, 1472111961, 7:59:21, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
50502, 1472111962, 7:59:22, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
51002, 1472111962, 7:59:22, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
51502, 1472111963, 7:59:23, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
52002, 1472111963, 7:59:23, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
52502, 1472111964, 7:59:24, 0, 2, 0, 0, 0.00, 0.04, 0.00, 0.00, 
53002, 1472111964, 7:59:24, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
53502, 1472111965, 7:59:25, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
54002, 1472111965, 7:59:25, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
54502, 1472111966, 7:59:26, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
55002, 1472111966, 7:59:26, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
55502, 1472111967, 7:59:27, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
56002, 1472111967, 7:59:27, 0, 4, 0, 1, 0.00, 0.08, 0.00, 0.02, 
56502, 1472111968, 7:59:28, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
57003, 1472111968, 7:59:28, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
57502, 1472111969, 7:59:29, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
58002, 1472111969, 7:59:29, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
58502, 1472111970, 7:59:30, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
59002, 1472111970, 7:59:30, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
59502, 1472111971, 7:59:31, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
60002, 1472111971, 7:59:31, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
60503, 1472111972, 7:59:32, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
61002, 1472111972, 7:59:32, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
61502, 1472111973, 7:59:33, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
62002, 1472111973, 7:59:33, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
62502, 1472111974, 7:59:34, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
63002, 1472111974, 7:59:34, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
63502, 1472111975, 7:59:35, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
64002, 1472111975, 7:59:35, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
64502, 1472111976, 7:59:36, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
65002, 1472111976, 7:59:36, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
65502, 1472111977, 7:59:37, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
66002, 1472111977, 7:59:37, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
66502, 1472111978, 7:59:38, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
67002, 1472111978, 7:59:38, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
67502, 1472111979, 7:59:39, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
68002, 1472111979, 7:59:39, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
68502, 1472111980, 7:59:40, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
69002, 1472111980, 7:59:40, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
69502, 1472111981, 7:59:41, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
70002, 1472111981, 7:59:41, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
70502, 1472111982, 7:59:42, 0, 5, 0, 1, 0.00, 0.10, 0.00, 0.02, 
71002, 1472111982, 7:59:42, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
71502, 1472111983, 7:59:43, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
72002, 1472111983, 7:59:43, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
72502, 1472111984, 7:59:44, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
73003, 1472111984, 7:59:44, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
73502, 1472111985, 7:59:45, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
74002, 1472111985, 7:59:45, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
74502, 1472111986, 7:59:46, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
75002, 1472111986, 7:59:46, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
75502, 1472111987, 7:59:47, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
76002, 1472111987, 7:59:47, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
76503, 1472111988, 7:59:48, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
77002, 1472111988, 7:59:48, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
77502, 1472111989, 7:59:49, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
78002, 1472111989, 7:59:49, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
78502, 1472111990, 7:59:50, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
79002, 1472111990, 7:59:50, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
79502, 1472111991, 7:59:51, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
80002, 1472111991, 7:59:51, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
80502, 1472111992, 7:59:52, 3, 8, 1, 0, 0.06, 0.16, 0.02, 0.00, 
81002, 1472111992, 7:59:52, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
81502, 1472111993, 7:59:53, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
82002, 1472111993, 7:59:53, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
82502, 1472111994, 7:59:54, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
83002, 1472111994, 7:59:54, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
83502, 1472111995, 7:59:55, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
84002, 1472111995, 7:59:55, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
84502, 1472111996, 7:59:56, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
85002, 1472111996, 7:59:56, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
85502, 1472111997, 7:59:57, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
86002, 1472111997, 7:59:57, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
86502, 1472111998, 7:59:58, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
87002, 1472111998, 7:59:58, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
87502, 1472111999, 7:59:59, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
88002, 1472111999, 7:59:59, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
88502, 1472112000, 8:0:0, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
89003, 1472112000, 8:0:0, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
89502, 1472112001, 8:0:1, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
90002, 1472112001, 8:0:1, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
90502, 1472112002, 8:0:2, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
91002, 1472112002, 8:0:2, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
91502, 1472112003, 8:0:3, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
92002, 1472112003, 8:0:3, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
92503, 1472112004, 8:0:4, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
93002, 1472112004, 8:0:4, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
93502, 1472112005, 8:0:5, 4, 4, 0, 0, 0.08, 0.08, 0.00, 0.00, 
94002, 1472112005, 8:0:5, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
94502, 1472112006, 8:0:6, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
95002, 1472112006, 8:0:6, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
95502, 1472112007, 8:0:7, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
96002, 1472112007, 8:0:7, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
96502, 1472112008, 8:0:8, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
97002, 1472112008, 8:0:8, 3, 4, 0, 0, 0.06, 0.08, 0.00, 0.00, 
97502, 1472112009, 8:0:9, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
98002, 1472112009, 8:0:9, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
98502, 1472112010, 8:0:10, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
99002, 1472112010, 8:0:10, 4, 0, 1, 0, 0.08, 0.00, 0.02, 0.00, 
99502, 1472112011, 8:0:11, 4, 8, 0, 1, 0.08, 0.16, 0.00, 0.02, 
100002, 1472112011, 8:0:11, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
100502, 1472112012, 8:0:12, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
101002, 1472112012, 8:0:12, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
101502, 1472112013, 8:0:13, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
102002, 1472112013, 8:0:13, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
102502, 1472112014, 8:0:14, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
103002, 1472112014, 8:0:14, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
103502, 1472112015, 8:0:15, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
104002, 1472112015, 8:0:15, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
104502, 1472112016, 8:0:16, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
105003, 1472112016, 8:0:16, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
105502, 1472112017, 8:0:17, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
106002, 1472112017, 8:0:17, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
106502, 1472112018, 8:0:18, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
107002, 1472112018, 8:0:18, 0, 9, 0, 1, 0.00, 0.18, 0.00, 0.02, 
107502, 1472112019, 8:0:19, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
108002, 1472112019, 8:0:19, 5, 4, 1, 0, 0.10, 0.08, 0.02, 0.00, 
108503, 1472112020, 8:0:20, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
109002, 1472112020, 8:0:20, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
109502, 1472112021, 8:0:21, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
110002, 1472112021, 8:0:21, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
110502, 1472112022, 8:0:22, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
111002, 1472112022, 8:0:22, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
111502, 1472112023, 8:0:23, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
112002, 1472112023, 8:0:23, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
112502, 1472112024, 8:0:24, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
113002, 1472112024, 8:0:24, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
113502, 1472112025, 8:0:25, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
114002, 1472112025, 8:0:25, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
114502, 1472112026, 8:0:26, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
115002, 1472112026, 8:0:26, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
115502, 1472112027, 8:0:27, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
116002, 1472112027, 8:0:27, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
116502, 1472112028, 8:0:28, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
117002, 1472112028, 8:0:28, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
117502, 1472112029, 8:0:29, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
118002, 1472112029, 8:0:29, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
118502, 1472112030, 8:0:30, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
119002, 1472112030, 8:0:30, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
119502, 1472112031, 8:0:31, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
120002, 1472112031, 8:0:31, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
120502, 1472112032, 8:0:32, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
121003, 1472112032, 8:0:32, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
121502, 1472112033, 8:0:33, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
122002, 1472112033, 8:0:33, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
122502, 1472112034, 8:0:34, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
123002, 1472112034, 8:0:34, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
123502, 1472112035, 8:0:35, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
124002, 1472112035, 8:0:35, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
124503, 1472112036, 8:0:36, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
125002, 1472112036, 8:0:36, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
125502, 1472112037, 8:0:37, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
126002, 1472112037, 8:0:37, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
126502, 1472112038, 8:0:38, 4, 0, 0, 0, 0.08, 0.00, 0.00, 0.00, 
127002, 1472112038, 8:0:38, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
127502, 1472112039, 8:0:39, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
128002, 1472112039, 8:0:39, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
128502, 1472112040, 8:0:40, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
129002, 1472112040, 8:0:40, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
129502, 1472112041, 8:0:41, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
130002, 1472112041, 8:0:41, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
130502, 1472112042, 8:0:42, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
131002, 1472112042, 8:0:42, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
131502, 1472112043, 8:0:43, 0, 1, 0, 0, 0.00, 0.02, 0.00, 0.00, 
132002, 1472112043, 8:0:43, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
132502, 1472112044, 8:0:44, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
133002, 1472112044, 8:0:44, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
133502, 1472112045, 8:0:45, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
134002, 1472112045, 8:0:45, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
134502, 1472112046, 8:0:46, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
135002, 1472112046, 8:0:46, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
135502, 1472112047, 8:0:47, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
136002, 1472112047, 8:0:47, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
136502, 1472112048, 8:0:48, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
137003, 1472112048, 8:0:48, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
137502, 1472112049, 8:0:49, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
138002, 1472112049, 8:0:49, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
138502, 1472112050, 8:0:50, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
