millis,Date,Time,Sensor1,Sensor2,Sensor3,Trigger,Sensor1 Amps,Sensor2 Amps,Sensor3 Amps,Trigger amps
502, 1472045897, 13:38:17, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
1002, 1472045897, 13:38:17, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
1502, 1472045898, 13:38:18, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
2002, 1472045898, 13:38:18, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
2502, 1472045899, 13:38:19, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
3002, 1472045899, 13:38:19, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
3502, 1472045900, 13:38:20, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
4002, 1472045900, 13:38:20, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
4502, 1472045901, 13:38:21, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
5002, 1472045901, 13:38:21, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
5502, 1472045902, 13:38:22, 5, 8, 0, 0, 0.10, 0.16, 0.00, 0.00, 
6002, 1472045902, 13:38:22, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
6502, 1472045903, 13:38:23, 4, 0, 1, 0, 0.08, 0.00, 0.02, 0.00, 
7002, 1472045903, 13:38:23, 0, 3, 0, 0, 0.00, 0.06, 0.00, 0.00, 
7502, 1472045904, 13:38:24, 4, 2, 0, 0, 0.08, 0.04, 0.00, 0.00, 
8002, 1472045904, 13:38:24, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
8502, 1472045905, 13:38:25, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
9003, 1472045905, 13:38:25, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
9502, 1472045906, 13:38:26, 0, 3, 0, 0, 0.00, 0.06, 0.00, 0.00, 
10002, 1472045906, 13:38:26, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
10502, 1472045907, 13:38:27, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
11002, 1472045907, 13:38:27, 0, 5, 0, 0, 0.00, 0.10, 0.00, 0.00, 
11502, 1472045908, 13:38:28, 0, 3, 0, 0, 0.00, 0.06, 0.00, 0.00, 
12002, 1472045908, 13:38:28, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
12503, 1472045909, 13:38:29, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
13002, 1472045909, 13:38:29, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
13502, 1472045910, 13:38:30, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
14002, 1472045910, 13:38:30, 3, 4, 0, 0, 0.06, 0.08, 0.00, 0.00, 
14502, 1472045911, 13:38:31, 0, 8, 1, 0, 0.00, 0.16, 0.02, 0.00, 
15002, 1472045911, 13:38:31, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
15502, 1472045912, 13:38:32, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
16002, 1472045912, 13:38:32, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
16502, 1472045913, 13:38:33, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
17002, 1472045913, 13:38:33, 8, 4, 3, 0, 0.16, 0.08, 0.06, 0.00, 
17502, 1472045914, 13:38:34, 8, 8, 1, 0, 0.16, 0.16, 0.02, 0.00, 
18002, 1472045914, 13:38:34, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
18502, 1472045915, 13:38:35, 0, 8, 0, 3, 0.00, 0.16, 0.00, 0.06, 
19002, 1472045915, 13:38:35, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
19502, 1472045916, 13:38:36, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
20002, 1472045916, 13:38:36, 0, 8, 0, 3, 0.00, 0.16, 0.00, 0.06, 
20502, 1472045917, 13:38:37, 8, 0, 1, 0, 0.16, 0.00, 0.02, 0.00, 
21002, 1472045917, 13:38:37, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
21502, 1472045918, 13:38:38, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
22002, 1472045918, 13:38:38, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
22502, 1472045919, 13:38:39, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
23002, 1472045919, 13:38:39, 0, 4, 0, 0, 0.00, 0.08, 0.00, 0.00, 
23502, 1472045920, 13:38:40, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
24002, 1472045920, 13:38:40, 5, 8, 3, 0, 0.10, 0.16, 0.06, 0.00, 
24502, 1472045921, 13:38:41, 0, 4, 1, 0, 0.00, 0.08, 0.02, 0.00, 
25003, 1472045921, 13:38:41, 2, 1, 0, 0, 0.04, 0.02, 0.00, 0.00, 
25502, 1472045922, 13:38:42, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
26002, 1472045922, 13:38:42, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
26502, 1472045923, 13:38:43, 5, 4, 0, 0, 0.10, 0.08, 0.00, 0.00, 
27002, 1472045923, 13:38:43, 0, 1, 0, 1, 0.00, 0.02, 0.00, 0.02, 
27502, 1472045924, 13:38:44, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
28002, 1472045924, 13:38:44, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
28503, 1472045925, 13:38:45, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
29002, 1472045925, 13:38:45, 2, 8, 0, 3, 0.04, 0.16, 0.00, 0.06, 
29502, 1472045926, 13:38:46, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
30002, 1472045926, 13:38:46, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
30502, 1472045927, 13:38:47, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
31002, 1472045927, 13:38:47, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
31502, 1472045928, 13:38:48, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
32002, 1472045928, 13:38:48, 0, 2, 0, 0, 0.00, 0.04, 0.00, 0.00, 
32502, 1472045929, 13:38:49, 0, 8, 0, 3, 0.00, 0.16, 0.00, 0.06, 
33002, 1472045929, 13:38:49, 0, 9, 0, 1, 0.00, 0.18, 0.00, 0.02, 
33502, 1472045930, 13:38:50, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
34002, 1472045930, 13:38:50, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
34502, 1472045931, 13:38:51, 8, 0, 0, 0, 0.16, 0.00, 0.00, 0.00, 
35002, 1472045931, 13:38:51, 0, 8, 0, 3, 0.00, 0.16, 0.00, 0.06, 
35502, 1472045932, 13:38:52, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
36002, 1472045932, 13:38:52, 9, 8, 0, 0, 0.18, 0.16, 0.00, 0.00, 
36502, 1472045933, 13:38:53, 8, 0, 1, 0, 0.16, 0.00, 0.02, 0.00, 
37002, 1472045933, 13:38:53, 4, 9, 0, 0, 0.08, 0.18, 0.00, 0.00, 
37502, 1472045934, 13:38:54, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
38002, 1472045934, 13:38:54, 3, 0, 0, 1, 0.06, 0.00, 0.00, 0.02, 
38502, 1472045935, 13:38:55, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
39002, 1472045935, 13:38:55, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
39502, 1472045936, 13:38:56, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
40002, 1472045936, 13:38:56, 0, 2, 0, 0, 0.00, 0.04, 0.00, 0.00, 
40502, 1472045937, 13:38:57, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
41003, 1472045937, 13:38:57, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
41502, 1472045938, 13:38:58, 0, 9, 0, 0, 0.00, 0.18, 0.00, 0.00, 
42002, 1472045938, 13:38:58, 8, 4, 3, 0, 0.16, 0.08, 0.06, 0.00, 
42502, 1472045939, 13:38:59, 0, 2, 0, 0, 0.00, 0.04, 0.00, 0.00, 
43002, 1472045939, 13:38:59, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
43502, 1472045940, 13:39:0, 4, 3, 0, 0, 0.08, 0.06, 0.00, 0.00, 
44002, 1472045940, 13:39:0, 5, 8, 0, 0, 0.10, 0.16, 0.00, 0.00, 
44503, 1472045941, 13:39:1, 0, 1, 0, 1, 0.00, 0.02, 0.00, 0.02, 
45002, 1472045941, 13:39:1, 8, 8, 3, 0, 0.16, 0.16, 0.06, 0.00, 
45502, 1472045942, 13:39:2, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
46002, 1472045942, 13:39:2, 8, 0, 1, 0, 0.16, 0.00, 0.02, 0.00, 
46502, 1472045943, 13:39:3, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
47002, 1472045943, 13:39:3, 0, 0, 1, 0, 0.00, 0.00, 0.02, 0.00, 
47502, 1472045944, 13:39:4, 1, 8, 2, 0, 0.02, 0.16, 0.04, 0.00, 
48002, 1472045944, 13:39:4, 3, 8, 0, 1, 0.06, 0.16, 0.00, 0.02, 
48502, 1472045945, 13:39:5, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
49002, 1472045945, 13:39:5, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
49502, 1472045946, 13:39:6, 0, 0, 1, 0, 0.00, 0.00, 0.02, 0.00, 
50002, 1472045946, 13:39:6, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
50502, 1472045947, 13:39:7, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
51002, 1472045947, 13:39:7, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
