millis,Date,Time,Sensor1,Sensor2,Sensor3,Trigger,Sensor1 Amps,Sensor2 Amps,Sensor3 Amps,Trigger amps
47546, 1470851553, 17:52:33, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
48046, 1470851553, 17:52:33, 8, 3, 0, 0, 0.16, 0.06, 0.00, 0.00, 
48546, 1470851554, 17:52:34, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
49046, 1470851554, 17:52:34, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
49546, 1470851555, 17:52:35, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
50046, 1470851555, 17:52:35, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
50546, 1470851556, 17:52:36, 0, 8, 0, 0, 0.00, 0.16, 0.00, 0.00, 
51046, 1470851556, 17:52:36, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
51546, 1470851557, 17:52:37, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
52046, 1470851557, 17:52:37, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
52546, 1470851558, 17:52:38, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
53046, 1470851558, 17:52:38, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
53547, 1470851559, 17:52:39, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
54046, 1470851559, 17:52:39, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
54546, 1470851560, 17:52:40, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
55046, 1470851560, 17:52:40, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
55546, 1470851561, 17:52:41, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
56046, 1470851561, 17:52:41, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
56546, 1470851562, 17:52:42, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
57047, 1470851562, 17:52:42, 4, 8, 1, 0, 0.08, 0.16, 0.02, 0.00, 
57546, 1470851563, 17:52:43, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
58046, 1470851563, 17:52:43, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
58546, 1470851564, 17:52:44, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
59046, 1470851564, 17:52:44, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
59546, 1470851565, 17:52:45, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
60046, 1470851565, 17:52:45, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
60546, 1470851566, 17:52:46, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
61046, 1470851566, 17:52:46, 1, 8, 1, 0, 0.02, 0.16, 0.02, 0.00, 
61546, 1470851567, 17:52:47, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
62046, 1470851567, 17:52:47, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
62546, 1470851568, 17:52:48, 4, 1, 0, 1, 0.08, 0.02, 0.00, 0.02, 
63046, 1470851568, 17:52:48, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
63546, 1470851569, 17:52:49, 384, 356, 335, 344, 7.51, 6.96, 6.55, 6.73, 
64046, 1470851569, 17:52:49, 433, 398, 401, 388, 8.47, 7.78, 7.84, 7.59, 
64546, 1470851570, 17:52:50, 445, 412, 391, 404, 8.70, 8.05, 7.64, 7.90, 
65046, 1470851570, 17:52:50, 431, 420, 398, 407, 8.43, 8.21, 7.78, 7.96, 
65546, 1470851571, 17:52:51, 613, 636, 603, 592, 11.98, 12.43, 11.79, 11.57, 
66046, 1470851571, 17:52:51, 659, 624, 646, 623, 12.88, 12.20, 12.63, 12.18, 
66546, 1470851572, 17:52:52, 540, 528, 516, 516, 10.56, 10.32, 10.09, 10.09, 
67046, 1470851572, 17:52:52, 530, 517, 503, 496, 10.36, 10.11, 9.83, 9.70, 
67546, 1470851573, 17:52:53, 531, 504, 504, 492, 10.38, 9.85, 9.85, 9.62, 
68046, 1470851573, 17:52:53, 912, 919, 929, 256, 17.83, 17.97, 18.16, 5.00, 
68546, 1470851574, 17:52:54, 668, 647, 656, 136, 13.06, 12.65, 12.83, 2.66, 
69046, 1470851574, 17:52:54, 328, 279, 320, 95, 6.41, 5.45, 6.26, 1.86, 
69547, 1470851575, 17:52:55, 263, 232, 252, 113, 5.14, 4.54, 4.93, 2.21, 
70046, 1470851575, 17:52:55, 254, 207, 248, 95, 4.97, 4.05, 4.85, 1.86, 
70546, 1470851576, 17:52:56, 256, 207, 245, 104, 5.00, 4.05, 4.79, 2.03, 
71046, 1470851576, 17:52:56, 257, 212, 243, 104, 5.02, 4.14, 4.75, 2.03, 
71546, 1470851577, 17:52:57, 252, 217, 240, 91, 4.93, 4.24, 4.69, 1.78, 
72046, 1470851577, 17:52:57, 252, 199, 240, 87, 4.93, 3.89, 4.69, 1.70, 
72546, 1470851578, 17:52:58, 256, 208, 241, 104, 5.00, 4.07, 4.71, 2.03, 
73047, 1470851578, 17:52:58, 256, 207, 245, 104, 5.00, 4.05, 4.79, 2.03, 
73546, 1470851579, 17:52:59, 248, 217, 240, 99, 4.85, 4.24, 4.69, 1.94, 
74046, 1470851579, 17:52:59, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
74546, 1470851580, 17:53:0, 239, 216, 232, 105, 4.67, 4.22, 4.54, 2.05, 
75046, 1470851580, 17:53:0, 239, 216, 236, 105, 4.67, 4.22, 4.61, 2.05, 
75546, 1470851581, 17:53:1, 239, 216, 234, 105, 4.67, 4.22, 4.57, 2.05, 
76046, 1470851581, 17:53:1, 254, 206, 241, 104, 4.97, 4.03, 4.71, 2.03, 
76546, 1470851582, 17:53:2, 252, 211, 240, 87, 4.93, 4.13, 4.69, 1.70, 
77046, 1470851582, 17:53:2, 248, 216, 236, 99, 4.85, 4.22, 4.61, 1.94, 
77546, 1470851583, 17:53:3, 252, 203, 240, 87, 4.93, 3.97, 4.69, 1.70, 
78046, 1470851583, 17:53:3, 254, 199, 240, 95, 4.97, 3.89, 4.69, 1.86, 
78546, 1470851584, 17:53:4, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
79046, 1470851584, 17:53:4, 252, 213, 240, 87, 4.93, 4.16, 4.69, 1.70, 
79546, 1470851585, 17:53:5, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
80046, 1470851585, 17:53:5, 256, 206, 241, 104, 5.00, 4.03, 4.71, 2.03, 
80546, 1470851586, 17:53:6, 252, 199, 240, 87, 4.93, 3.89, 4.69, 1.70, 
81046, 1470851586, 17:53:6, 248, 217, 236, 99, 4.85, 4.24, 4.61, 1.94, 
81546, 1470851587, 17:53:7, 239, 212, 232, 105, 4.67, 4.14, 4.54, 2.05, 
82046, 1470851587, 17:53:7, 252, 203, 240, 87, 4.93, 3.97, 4.69, 1.70, 
82546, 1470851588, 17:53:8, 243, 212, 223, 104, 4.75, 4.14, 4.36, 2.03, 
83046, 1470851588, 17:53:8, 247, 212, 231, 104, 4.83, 4.14, 4.52, 2.03, 
83546, 1470851589, 17:53:9, 252, 199, 240, 87, 4.93, 3.89, 4.69, 1.70, 
84046, 1470851589, 17:53:9, 256, 206, 241, 104, 5.00, 4.03, 4.71, 2.03, 
84546, 1470851590, 17:53:10, 254, 206, 240, 95, 4.97, 4.03, 4.69, 1.86, 
85046, 1470851590, 17:53:10, 239, 212, 236, 99, 4.67, 4.14, 4.61, 1.94, 
85547, 1470851591, 17:53:11, 252, 203, 240, 87, 4.93, 3.97, 4.69, 1.70, 
86046, 1470851591, 17:53:11, 256, 206, 241, 104, 5.00, 4.03, 4.71, 2.03, 
86546, 1470851592, 17:53:12, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
87046, 1470851592, 17:53:12, 254, 199, 240, 95, 4.97, 3.89, 4.69, 1.86, 
87546, 1470851593, 17:53:13, 239, 208, 223, 104, 4.67, 4.07, 4.36, 2.03, 
88046, 1470851593, 17:53:13, 243, 208, 223, 104, 4.75, 4.07, 4.36, 2.03, 
88546, 1470851594, 17:53:14, 248, 217, 240, 99, 4.85, 4.24, 4.69, 1.94, 
89047, 1470851594, 17:53:14, 239, 210, 223, 104, 4.67, 4.11, 4.36, 2.03, 
89546, 1470851595, 17:53:15, 239, 212, 223, 104, 4.67, 4.14, 4.36, 2.03, 
90046, 1470851595, 17:53:15, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
90546, 1470851596, 17:53:16, 247, 212, 231, 104, 4.83, 4.14, 4.52, 2.03, 
91046, 1470851596, 17:53:16, 252, 203, 240, 87, 4.93, 3.97, 4.69, 1.70, 
91546, 1470851597, 17:53:17, 252, 195, 240, 87, 4.93, 3.81, 4.69, 1.70, 
92046, 1470851597, 17:53:17, 247, 212, 231, 104, 4.83, 4.14, 4.52, 2.03, 
92546, 1470851598, 17:53:18, 256, 208, 241, 104, 5.00, 4.07, 4.71, 2.03, 
93046, 1470851598, 17:53:18, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
93546, 1470851599, 17:53:19, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
94046, 1470851599, 17:53:19, 254, 204, 244, 95, 4.97, 3.99, 4.77, 1.86, 
94546, 1470851600, 17:53:20, 252, 199, 240, 87, 4.93, 3.89, 4.69, 1.70, 
95046, 1470851600, 17:53:20, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
95546, 1470851601, 17:53:21, 239, 208, 223, 104, 4.67, 4.07, 4.36, 2.03, 
96046, 1470851601, 17:53:21, 239, 212, 236, 105, 4.67, 4.14, 4.61, 2.05, 
96546, 1470851602, 17:53:22, 252, 199, 240, 95, 4.93, 3.89, 4.69, 1.86, 
97046, 1470851602, 17:53:22, 257, 208, 231, 104, 5.02, 4.07, 4.52, 2.03, 
97546, 1470851603, 17:53:23, 248, 211, 240, 91, 4.85, 4.13, 4.69, 1.78, 
98046, 1470851603, 17:53:23, 257, 208, 241, 104, 5.02, 4.07, 4.71, 2.03, 
98546, 1470851604, 17:53:24, 250, 211, 240, 87, 4.89, 4.13, 4.69, 1.70, 
99046, 1470851604, 17:53:24, 248, 207, 240, 87, 4.85, 4.05, 4.69, 1.70, 
99546, 1470851605, 17:53:25, 239, 212, 232, 105, 4.67, 4.14, 4.54, 2.05, 
100046, 1470851605, 17:53:25, 239, 212, 231, 104, 4.67, 4.14, 4.52, 2.03, 
100546, 1470851606, 17:53:26, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
101046, 1470851606, 17:53:26, 246, 216, 236, 101, 4.81, 4.22, 4.61, 1.97, 
101547, 1470851607, 17:53:27, 243, 212, 231, 104, 4.75, 4.14, 4.52, 2.03, 
102046, 1470851607, 17:53:27, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
102546, 1470851608, 17:53:28, 256, 212, 231, 104, 5.00, 4.14, 4.52, 2.03, 
103046, 1470851608, 17:53:28, 239, 212, 236, 105, 4.67, 4.14, 4.61, 2.05, 
103546, 1470851609, 17:53:29, 876, 835, 852, 815, 17.13, 16.32, 16.66, 15.93, 
104046, 1470851609, 17:53:29, 311, 300, 294, 304, 6.08, 5.87, 5.75, 5.94, 
104546, 1470851610, 17:53:30, 55, 64, 47, 64, 1.08, 1.25, 0.92, 1.25, 
105047, 1470851610, 17:53:30, 20, 14, 16, 12, 0.39, 0.27, 0.31, 0.23, 
105546, 1470851611, 17:53:31, 3, 8, 0, 8, 0.06, 0.16, 0.00, 0.16, 
106046, 1470851611, 17:53:31, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
106546, 1470851612, 17:53:32, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
107046, 1470851612, 17:53:32, 9, 8, 1, 0, 0.18, 0.16, 0.02, 0.00, 
107546, 1470851613, 17:53:33, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
108046, 1470851613, 17:53:33, 8, 4, 0, 0, 0.16, 0.08, 0.00, 0.00, 
108546, 1470851614, 17:53:34, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
109046, 1470851614, 17:53:34, 3, 8, 1, 0, 0.06, 0.16, 0.02, 0.00, 
109546, 1470851615, 17:53:35, 2, 8, 0, 1, 0.04, 0.16, 0.00, 0.02, 
110046, 1470851615, 17:53:35, 8, 4, 1, 0, 0.16, 0.08, 0.02, 0.00, 
110546, 1470851616, 17:53:36, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
111046, 1470851616, 17:53:36, 2, 8, 0, 0, 0.04, 0.16, 0.00, 0.00, 
111546, 1470851617, 17:53:37, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
112046, 1470851617, 17:53:37, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
112546, 1470851618, 17:53:38, 4, 5, 0, 1, 0.08, 0.10, 0.00, 0.02, 
113046, 1470851618, 17:53:38, 4, 1, 0, 0, 0.08, 0.02, 0.00, 0.00, 
113546, 1470851619, 17:53:39, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
114046, 1470851619, 17:53:39, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
114546, 1470851620, 17:53:40, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
115046, 1470851620, 17:53:40, 8, 2, 0, 0, 0.16, 0.04, 0.00, 0.00, 
115546, 1470851621, 17:53:41, 4, 4, 1, 0, 0.08, 0.08, 0.02, 0.00, 
116046, 1470851621, 17:53:41, 0, 8, 0, 1, 0.00, 0.16, 0.00, 0.02, 
116546, 1470851622, 17:53:42, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
117046, 1470851622, 17:53:42, 8, 1, 0, 0, 0.16, 0.02, 0.00, 0.00, 
117547, 1470851623, 17:53:43, 5, 8, 1, 0, 0.10, 0.16, 0.02, 0.00, 
118046, 1470851623, 17:53:43, 4, 4, 3, 0, 0.08, 0.08, 0.06, 0.00, 
118546, 1470851624, 17:53:44, 3, 8, 0, 0, 0.06, 0.16, 0.00, 0.00, 
119046, 1470851624, 17:53:44, 1, 8, 0, 0, 0.02, 0.16, 0.00, 0.00, 
119546, 1470851625, 17:53:45, 311, 320, 296, 305, 6.08, 6.26, 5.79, 5.96, 
120046, 1470851625, 17:53:45, 415, 387, 384, 375, 8.11, 7.57, 7.51, 7.33, 
120546, 1470851626, 17:53:46, 427, 416, 394, 401, 8.35, 8.13, 7.70, 7.84, 
121047, 1470851626, 17:53:46, 440, 399, 408, 400, 8.60, 7.80, 7.98, 7.82, 
121546, 1470851627, 17:53:47, 449, 410, 391, 406, 8.78, 8.02, 7.64, 7.94, 
122046, 1470851627, 17:53:47, 788, 775, 776, 775, 15.41, 15.15, 15.17, 15.15, 
122546, 1470851628, 17:53:48, 557, 542, 536, 525, 10.89, 10.60, 10.48, 10.26, 
123046, 1470851628, 17:53:48, 529, 514, 509, 500, 10.34, 10.05, 9.95, 9.78, 
123546, 1470851629, 17:53:49, 524, 510, 501, 502, 10.24, 9.97, 9.79, 9.81, 
124046, 1470851629, 17:53:49, 904, 879, 888, 368, 17.67, 17.18, 17.36, 7.19, 
124546, 1470851630, 17:53:50, 924, 903, 920, 160, 18.06, 17.65, 17.99, 3.13, 
125046, 1470851630, 17:53:50, 376, 339, 368, 103, 7.35, 6.63, 7.19, 2.01, 
125546, 1470851631, 17:53:51, 276, 231, 268, 87, 5.40, 4.52, 5.24, 1.70, 
126046, 1470851631, 17:53:51, 252, 224, 244, 105, 4.93, 4.38, 4.77, 2.05, 
126546, 1470851632, 17:53:52, 254, 199, 248, 95, 4.97, 3.89, 4.85, 1.86, 
127046, 1470851632, 17:53:52, 243, 216, 231, 104, 4.75, 4.22, 4.52, 2.03, 
127546, 1470851633, 17:53:53, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
128046, 1470851633, 17:53:53, 239, 216, 236, 105, 4.67, 4.22, 4.61, 2.05, 
128546, 1470851634, 17:53:54, 239, 212, 236, 105, 4.67, 4.14, 4.61, 2.05, 
129046, 1470851634, 17:53:54, 239, 212, 234, 104, 4.67, 4.14, 4.57, 2.03, 
129546, 1470851635, 17:53:55, 248, 217, 240, 91, 4.85, 4.24, 4.69, 1.78, 
130046, 1470851635, 17:53:55, 239, 212, 231, 104, 4.67, 4.14, 4.52, 2.03, 
130546, 1470851636, 17:53:56, 248, 217, 240, 99, 4.85, 4.24, 4.69, 1.94, 
131046, 1470851636, 17:53:56, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
131546, 1470851637, 17:53:57, 239, 212, 231, 104, 4.67, 4.14, 4.52, 2.03, 
132046, 1470851637, 17:53:57, 256, 208, 231, 104, 5.00, 4.07, 4.52, 2.03, 
132546, 1470851638, 17:53:58, 257, 208, 231, 104, 5.02, 4.07, 4.52, 2.03, 
133046, 1470851638, 17:53:58, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
133547, 1470851639, 17:53:59, 239, 212, 236, 105, 4.67, 4.14, 4.61, 2.05, 
134046, 1470851639, 17:53:59, 252, 206, 244, 95, 4.93, 4.03, 4.77, 1.86, 
134546, 1470851640, 17:54:0, 256, 208, 243, 104, 5.00, 4.07, 4.75, 2.03, 
135046, 1470851640, 17:54:0, 256, 208, 241, 104, 5.00, 4.07, 4.71, 2.03, 
135546, 1470851641, 17:54:1, 256, 206, 241, 104, 5.00, 4.03, 4.71, 2.03, 
136046, 1470851641, 17:54:1, 248, 203, 240, 95, 4.85, 3.97, 4.69, 1.86, 
136546, 1470851642, 17:54:2, 248, 199, 240, 87, 4.85, 3.89, 4.69, 1.70, 
137047, 1470851642, 17:54:2, 257, 208, 227, 104, 5.02, 4.07, 4.44, 2.03, 
137546, 1470851643, 17:54:3, 256, 212, 231, 104, 5.00, 4.14, 4.52, 2.03, 
138046, 1470851643, 17:54:3, 248, 217, 240, 99, 4.85, 4.24, 4.69, 1.94, 
138546, 1470851644, 17:54:4, 256, 206, 245, 104, 5.00, 4.03, 4.79, 2.03, 
