millis,Date,Time,Sensor1,Sensor2,Sensor3
1001, 1472456106, 7:35:6, 16, 767, 816, 724, 0.31, -26.57, -24.18, -28.68, 
2002, 1472456107, 7:35:7, 8, 735, 759, 800, 0.16, -28.14, -26.97, -24.96, 
3002, 1472456108, 7:35:8, 3, 743, 703, 720, 0.06, -27.75, -29.70, -28.87, 
4002, 1472456109, 7:35:9, 0, 751, 727, 712, 0.00, -27.36, -28.53, -29.26, 
5001, 1472456110, 7:35:10, 31, 719, 719, 709, 0.61, -28.92, -28.92, -29.41, 
6001, 1472456111, 7:35:11, 7, 727, 696, 711, 0.14, -28.53, -30.04, -29.31, 
7001, 1472456112, 7:35:12, 31, 705, 711, 702, 0.61, -29.61, -29.31, -29.75, 
8002, 1472456113, 7:35:13, 8, 759, 729, 828, 0.16, -26.97, -28.43, -23.59, 
9003, 1472456114, 7:35:14, 8, 751, 731, 828, 0.16, -27.36, -28.33, -23.59, 
10002, 1472456115, 7:35:15, 31, 743, 722, 739, 0.61, -27.75, -28.77, -27.94, 
11002, 1472456116, 7:35:16, 4, 751, 832, 735, 0.08, -27.36, -23.40, -28.14, 
12002, 1472456117, 7:35:17, 31, 723, 735, 730, 0.61, -28.73, -28.14, -28.38, 
13002, 1472456118, 7:35:18, 0, 796, 768, 749, 0.00, -25.16, -26.53, -27.45, 
14002, 1472456119, 7:35:19, 31, 852, 864, 863, 0.61, -22.42, -21.83, -21.88, 
15002, 1472456120, 7:35:20, 31, 768, 767, 767, 0.61, -26.53, -26.57, -26.57, 
16002, 1472456121, 7:35:21, 0, 801, 768, 766, 0.00, -24.91, -26.53, -26.62, 
17002, 1472456122, 7:35:22, 40, 767, 744, 775, 0.78, -26.57, -27.70, -26.18, 
18002, 1472456123, 7:35:23, 8, 767, 749, 846, 0.16, -26.57, -27.45, -22.71, 
19002, 1472456124, 7:35:24, 0, 743, 767, 864, 0.00, -27.75, -26.57, -21.83, 
20003, 1472456125, 7:35:25, 8, 767, 815, 832, 0.16, -26.57, -24.23, -23.40, 
21003, 1472456126, 7:35:26, 8, 745, 831, 799, 0.16, -27.65, -23.45, -25.01, 
22003, 1472456127, 7:35:27, 0, 783, 751, 752, 0.00, -25.79, -27.36, -27.31, 
23003, 1472456128, 7:35:28, 0, 737, 767, 848, 0.00, -28.04, -26.57, -22.62, 
24003, 1472456129, 7:35:29, 0, 739, 751, 767, 0.00, -27.94, -27.36, -26.57, 
25003, 1472456130, 7:35:30, 16, 732, 743, 767, 0.31, -28.29, -27.75, -26.57, 
26003, 1472456131, 7:35:31, 3, 743, 759, 799, 0.06, -27.75, -26.97, -25.01, 
27004, 1472456132, 7:35:32, 31, 739, 751, 733, 0.61, -27.94, -27.36, -28.24, 
28003, 1472456133, 7:35:33, 0, 832, 736, 751, 0.00, -23.40, -28.09, -27.36, 
29004, 1472456134, 7:35:34, 8, 755, 729, 820, 0.16, -27.16, -28.43, -23.98, 
30003, 1472456135, 7:35:35, 31, 732, 735, 751, 0.61, -28.29, -28.14, -27.36, 
31003, 1472456136, 7:35:36, 16, 741, 791, 800, 0.31, -27.85, -25.40, -24.96, 
32003, 1472456137, 7:35:37, 15, 734, 723, 743, 0.29, -28.19, -28.73, -27.75, 
33003, 1472456138, 7:35:38, 32, 743, 720, 751, 0.63, -27.75, -28.87, -27.36, 
34004, 1472456139, 7:35:39, 0, 816, 704, 727, 0.00, -24.18, -29.65, -28.53, 
35005, 1472456140, 7:35:40, 24, 714, 693, 735, 0.47, -29.17, -30.19, -28.14, 
36005, 1472456141, 7:35:41, 16, 704, 704, 751, 0.31, -29.65, -29.65, -27.36, 
37005, 1472456142, 7:35:42, 31, 719, 703, 711, 0.61, -28.92, -29.70, -29.31, 
38005, 1472456143, 7:35:43, 8, 710, 691, 796, 0.16, -29.36, -30.29, -25.16, 
39005, 1472456144, 7:35:44, 46, 719, 680, 719, 0.90, -28.92, -30.83, -28.92, 
40006, 1472456145, 7:35:45, 8, 692, 695, 800, 0.16, -30.24, -30.09, -24.96, 
41005, 1472456146, 7:35:46, 8, 735, 768, 704, 0.16, -28.14, -26.53, -29.65, 
42006, 1472456147, 7:35:47, 8, 711, 671, 780, 0.16, -29.31, -31.27, -25.94, 
43006, 1472456148, 7:35:48, 0, 776, 672, 704, 0.00, -26.13, -31.22, -29.65, 
44005, 1472456149, 7:35:49, 0, 731, 687, 688, 0.00, -28.33, -30.48, -30.44, 
45005, 1472456150, 7:35:50, 32, 699, 656, 703, 0.63, -29.90, -32.00, -29.70, 
46005, 1472456151, 7:35:51, 6, 687, 654, 751, 0.12, -30.48, 31.96, -27.36, 
47006, 1472456152, 7:35:52, 0, 735, 705, 695, 0.00, -28.14, -29.61, -30.09, 
48006, 1472456153, 7:35:53, 31, 668, 651, 695, 0.61, -31.41, 31.82, -30.09, 
49006, 1472456154, 7:35:54, 31, 663, 665, 667, 0.61, -31.66, -31.56, -31.46, 
50007, 1472456155, 7:35:55, 8, 687, 720, 672, 0.16, -30.48, -28.87, -31.22, 
51007, 1472456156, 7:35:56, 0, 651, 720, 691, 0.00, 31.82, -28.87, -30.29, 
52007, 1472456157, 7:35:57, 4, 655, 663, 736, 0.08, 32.01, -31.66, -28.09, 
53007, 1472456158, 7:35:58, 1, 633, 639, 687, 0.02, 30.94, 31.23, -30.48, 
54008, 1472456159, 7:35:59, 8, 663, 704, 643, 0.16, -31.66, -29.65, 31.43, 
55008, 1472456160, 7:36:0, 0, 627, 696, 663, 0.00, 30.65, -30.04, -31.66, 
56008, 1472456161, 7:36:1, 31, 623, 623, 625, 0.61, 30.45, 30.45, 30.55, 
57009, 1472456162, 7:36:2, 31, 608, 607, 629, 0.61, 29.72, 29.67, 30.74, 
58009, 1472456163, 7:36:3, 0, 688, 592, 619, 0.00, -30.44, 28.93, 30.25, 
59010, 1472456164, 7:36:4, 0, 595, 607, 688, 0.00, 29.08, 29.67, -30.44, 
60010, 1472456165, 7:36:5, 1, 583, 583, 615, 0.02, 28.49, 28.49, 30.06, 
61010, 1472456166, 7:36:6, 0, 579, 583, 672, 0.00, 28.30, 28.49, -31.22, 
62010, 1472456167, 7:36:7, 0, 648, 552, 579, 0.00, 31.67, 26.98, 28.30, 
63010, 1472456168, 7:36:8, 0, 551, 602, 599, 0.00, 26.93, 29.42, 29.28, 
64011, 1472456169, 7:36:9, 31, 540, 534, 562, 0.61, 26.39, 26.10, 27.47, 
65011, 1472456170, 7:36:10, 0, 608, 516, 556, 0.00, 29.72, 25.22, 27.17, 
66012, 1472456171, 7:36:11, 0, 564, 554, 541, 0.00, 27.57, 27.08, 26.44, 
