millis,Date,Time,Sensor1,Sensor2,Sensor3
1001, 1471936673, 7:17:53, 63, 743, 735, 722, 1.23, -27.75, -28.14, -28.77, 
2000, 1471936674, 7:17:54, 0, 768, 723, 743, 0.00, -26.53, -28.73, -27.75, 
3001, 1471936675, 7:17:55, 16, 702, 711, 735, 0.31, -29.75, -29.31, -28.14, 
4001, 1471936676, 7:17:56, 2, 719, 800, 735, 0.04, -28.92, -24.96, -28.14, 
5001, 1471936677, 7:17:57, 1, 735, 708, 709, 0.02, -28.14, -29.46, -29.41, 
6001, 1471936678, 7:17:58, 16, 719, 700, 783, 0.31, -28.92, -29.85, -25.79, 
7001, 1471936679, 7:17:59, 8, 719, 743, 776, 0.16, -28.92, -27.75, -26.13, 
8001, 1471936680, 7:18:0, 31, 739, 751, 735, 0.61, -27.94, -27.36, -28.14, 
9003, 1471936681, 7:18:1, 1, 751, 728, 739, 0.02, -27.36, -28.48, -27.94, 
10001, 1471936682, 7:18:2, 0, 729, 812, 775, 0.00, -28.43, -24.38, -26.18, 
11001, 1471936683, 7:18:3, 0, 800, 727, 751, 0.00, -24.96, -28.53, -27.36, 
12001, 1471936684, 7:18:4, 0, 735, 816, 755, 0.00, -28.14, -24.18, -27.16, 
13001, 1471936685, 7:18:5, 0, 712, 735, 824, 0.00, -29.26, -28.14, -23.79, 
14001, 1471936686, 7:18:6, 0, 851, 895, 960, 0.00, -22.47, -20.32, -17.14, 
15001, 1471936687, 7:18:7, 0, 768, 795, 864, 0.00, -26.53, -25.21, -21.83, 
16001, 1471936688, 7:18:8, 8, 815, 832, 768, 0.16, -24.23, -23.40, -26.53, 
17001, 1471936689, 7:18:9, 0, 823, 816, 769, 0.00, -23.84, -24.18, -26.48, 
18001, 1471936690, 7:18:10, 8, 799, 832, 759, 0.16, -25.01, -23.40, -26.97, 
19001, 1471936691, 7:18:11, 6, 768, 767, 848, 0.12, -26.53, -26.57, -22.62, 
20001, 1471936692, 7:18:12, 0, 864, 748, 768, 0.00, -21.83, -27.50, -26.53, 
21001, 1471936693, 7:18:13, 0, 769, 767, 848, 0.00, -26.48, -26.57, -22.62, 
22001, 1471936694, 7:18:14, 15, 756, 743, 775, 0.29, -27.11, -27.75, -26.18, 
23001, 1471936695, 7:18:15, 0, 767, 832, 779, 0.00, -26.57, -23.40, -25.99, 
24001, 1471936696, 7:18:16, 0, 789, 751, 748, 0.00, -25.50, -27.36, -27.50, 
25001, 1471936697, 7:18:17, 0, 840, 759, 744, 0.00, -23.01, -26.97, -27.70, 
26001, 1471936698, 7:18:18, 8, 740, 810, 800, 0.16, -27.89, -24.47, -24.96, 
27002, 1471936699, 7:18:19, 1, 739, 743, 767, 0.02, -27.94, -27.75, -26.57, 
28001, 1471936700, 7:18:20, 0, 737, 751, 840, 0.00, -28.04, -27.36, -23.01, 
29001, 1471936701, 7:18:21, 0, 736, 735, 767, 0.00, -28.09, -28.14, -26.57, 
30001, 1471936702, 7:18:22, 0, 814, 784, 751, 0.00, -24.28, -25.74, -27.36, 
31001, 1471936703, 7:18:23, 0, 800, 727, 757, 0.00, -24.96, -28.53, -27.06, 
32001, 1471936704, 7:18:24, 0, 736, 751, 832, 0.00, -28.09, -27.36, -23.40, 
33001, 1471936705, 7:18:25, 8, 763, 816, 727, 0.16, -26.77, -24.18, -28.53, 
34002, 1471936706, 7:18:26, 8, 759, 800, 728, 0.16, -26.97, -24.96, -28.48, 
35001, 1471936707, 7:18:27, 0, 775, 719, 733, 0.00, -26.18, -28.92, -28.24, 
36001, 1471936708, 7:18:28, 8, 759, 800, 728, 0.16, -26.97, -24.96, -28.48, 
37001, 1471936709, 7:18:29, 0, 790, 743, 727, 0.00, -25.45, -27.75, -28.53, 
38001, 1471936710, 7:18:30, 2, 727, 784, 719, 0.04, -28.53, -25.74, -28.92, 
39001, 1471936711, 7:18:31, 0, 800, 715, 703, 0.00, -24.96, -29.12, -29.70, 
40001, 1471936712, 7:18:32, 31, 696, 691, 723, 0.61, -30.04, -30.29, -28.73, 
41003, 1471936713, 7:18:33, 3, 703, 701, 759, 0.06, -29.70, -29.80, -26.97, 
42001, 1471936714, 7:18:34, 0, 735, 693, 696, 0.00, -28.14, -30.19, -30.04, 
43002, 1471936715, 7:18:35, 0, 776, 673, 703, 0.00, -26.13, -31.17, -29.70, 
44001, 1471936716, 7:18:36, 0, 680, 695, 784, 0.00, -30.83, -30.09, -25.74, 
45001, 1471936717, 7:18:37, 8, 695, 703, 768, 0.16, -30.09, -29.70, -26.53, 
46001, 1471936718, 7:18:38, 8, 668, 671, 768, 0.16, -31.41, -31.27, -26.53, 
47002, 1471936719, 7:18:39, 0, 768, 656, 687, 0.00, -26.53, -32.00, -30.48, 
48001, 1471936720, 7:18:40, 16, 685, 703, 744, 0.31, -30.58, -29.70, -27.70, 
49002, 1471936721, 7:18:41, 32, 663, 648, 687, 0.63, -31.66, 31.67, -30.48, 
50002, 1471936722, 7:18:42, 2, 671, 736, 666, 0.04, -31.27, -28.09, -31.51, 
51001, 1471936723, 7:18:43, 0, 703, 704, 671, 0.00, -29.70, -29.65, -31.27, 
52002, 1471936724, 7:18:44, 8, 671, 724, 652, 0.16, -31.27, -28.68, 31.87, 
53001, 1471936725, 7:18:45, 8, 624, 639, 736, 0.16, 30.50, 31.23, -28.09, 
54002, 1471936726, 7:18:46, 8, 655, 712, 640, 0.16, 32.01, -29.26, 31.28, 
55002, 1471936727, 7:18:47, 0, 704, 631, 632, 0.00, -29.65, 30.84, 30.89, 
56001, 1471936728, 7:18:48, 6, 623, 606, 687, 0.12, 30.45, 29.62, -30.48, 
57001, 1471936729, 7:18:49, 8, 615, 599, 688, 0.16, 30.06, 29.28, -30.44, 
58002, 1471936730, 7:18:50, 0, 680, 592, 615, 0.00, -30.83, 28.93, 30.06, 
59002, 1471936731, 7:18:51, 15, 591, 578, 605, 0.29, 28.89, 28.25, 29.57, 
60002, 1471936732, 7:18:52, 8, 572, 581, 664, 0.16, 27.96, 28.40, -31.61, 
61002, 1471936733, 7:18:53, 4, 583, 556, 629, 0.08, 28.49, 27.17, 30.74, 
62003, 1471936734, 7:18:54, 7, 581, 544, 576, 0.14, 28.40, 26.59, 28.15, 
63003, 1471936735, 7:18:55, 8, 569, 612, 557, 0.16, 27.81, 29.91, 27.22, 
64004, 1471936736, 7:18:56, 0, 543, 588, 578, 0.00, 26.54, 28.74, 28.25, 
65004, 1471936737, 7:18:57, 0, 608, 507, 538, 0.00, 29.72, 24.78, 26.30, 
66004, 1471936738, 7:18:58, 8, 502, 546, 576, 0.16, 24.54, 26.69, 28.15, 
67004, 1471936739, 7:18:59, 0, 576, 482, 507, 0.00, 28.15, 23.56, 24.78, 
68004, 1471936740, 7:19:0, 31, 483, 480, 510, 0.61, 23.61, 23.46, 24.93, 
69005, 1471936741, 7:19:1, 0, 507, 511, 496, 0.00, 24.78, 24.98, 24.24, 
70005, 1471936742, 7:19:2, 0, 521, 452, 485, 0.00, 25.46, 22.09, 23.70, 
71006, 1471936743, 7:19:3, 8, 426, 464, 507, 0.16, 20.82, 22.68, 24.78, 
72006, 1471936744, 7:19:4, 8, 416, 453, 486, 0.16, 20.33, 22.14, 23.75, 
73006, 1471936745, 7:19:5, 8, 416, 475, 426, 0.16, 20.33, 23.22, 20.82, 
74006, 1471936746, 7:19:6, 8, 385, 416, 465, 0.16, 18.82, 20.33, 22.73, 
75006, 1471936747, 7:19:7, 40, 400, 367, 396, 0.78, 19.55, 17.94, 19.35, 
76005, 1471936748, 7:19:8, 0, 403, 408, 396, 0.00, 19.70, 19.94, 19.35, 
77005, 1471936749, 7:19:9, 0, 427, 345, 372, 0.00, 20.87, 16.86, 18.18, 
78005, 1471936750, 7:19:10, 0, 356, 336, 429, 0.00, 17.40, 16.42, 20.97, 
79006, 1471936751, 7:19:11, 8, 344, 383, 351, 0.16, 16.81, 18.72, 17.16, 
80007, 1471936752, 7:19:12, 8, 328, 379, 331, 0.16, 16.03, 18.52, 16.18, 
81008, 1471936753, 7:19:13, 4, 328, 288, 399, 0.08, 16.03, 14.08, 19.50, 
82007, 1471936754, 7:19:14, 15, 308, 287, 330, 0.29, 15.05, 14.03, 16.13, 
83007, 1471936755, 7:19:15, 31, 351, 320, 353, 0.61, 17.16, 15.64, 17.25, 
84007, 1471936756, 7:19:16, 3, 526, 513, 572, 0.06, 25.71, 25.07, 27.96, 
85007, 1471936757, 7:19:17, 0, 511, 452, 491, 0.00, 24.98, 22.09, 24.00, 
86007, 1471936758, 7:19:18, 31, 447, 432, 451, 0.61, 21.85, 21.11, 22.04, 
87008, 1471936759, 7:19:19, 0, 498, 393, 436, 0.00, 24.34, 19.21, 21.31, 
88008, 1471936760, 7:19:20, 0, 410, 439, 444, 0.00, 20.04, 21.46, 21.70, 
