millis,Date,Time,Sensor1,Sensor2,Sensor3
1000, 1466579731, 7:15:31, 3, 769, 735, 717, 0.06, -26.48, -28.14, -29.02, 
2001, 1466579732, 7:15:32, 16, 735, 709, 798, 0.31, -28.14, -29.41, -25.06, 
3001, 1466579733, 7:15:33, 0, 800, 743, 735, 0.00, -24.96, -27.75, -28.14, 
4001, 1466579734, 7:15:34, 0, 768, 719, 719, 0.00, -26.53, -28.92, -28.92, 
5001, 1466579735, 7:15:35, 0, 707, 784, 749, 0.00, -29.51, -25.74, -27.45, 
6001, 1466579736, 7:15:36, 0, 800, 700, 711, 0.00, -24.96, -29.85, -29.31, 
7000, 1466579737, 7:15:37, 8, 719, 694, 767, 0.16, -28.92, -30.14, -26.57, 
8001, 1466579738, 7:15:38, 31, 740, 736, 759, 0.61, -27.89, -28.09, -26.97, 
9001, 1466579739, 7:15:39, 0, 812, 784, 747, 0.00, -24.38, -25.74, -27.55, 
10002, 1466579740, 7:15:40, 0, 775, 735, 751, 0.00, -26.18, -28.14, -27.36, 
11002, 1466579741, 7:15:41, 2, 731, 767, 832, 0.04, -28.33, -26.57, -23.40, 
12003, 1466579742, 7:15:42, 31, 724, 723, 747, 0.61, -28.68, -28.73, -27.55, 
13003, 1466579743, 7:15:43, 0, 816, 751, 724, 0.00, -24.18, -27.36, -28.68, 
14004, 1466579744, 7:15:44, 0, 879, 854, 848, 0.00, -21.10, -22.32, -22.62, 
15004, 1466579745, 7:15:45, 4, 771, 799, 864, 0.08, -26.38, -25.01, -21.83, 
16003, 1466579746, 7:15:46, 8, 748, 759, 864, 0.16, -27.50, -26.97, -21.83, 
17004, 1466579747, 7:15:47, 0, 787, 767, 760, 0.00, -25.60, -26.57, -26.92, 
18004, 1466579748, 7:15:48, 8, 799, 832, 768, 0.16, -25.01, -23.40, -26.53, 
19003, 1466579749, 7:15:49, 8, 744, 767, 864, 0.16, -27.70, -26.57, -21.83, 
20004, 1466579750, 7:15:50, 7, 759, 744, 771, 0.14, -26.97, -27.70, -26.38, 
21004, 1466579751, 7:15:51, 31, 768, 751, 761, 0.61, -26.53, -27.36, -26.87, 
22004, 1466579752, 7:15:52, 2, 767, 840, 783, 0.04, -26.57, -23.01, -25.79, 
23004, 1466579753, 7:15:53, 8, 746, 814, 805, 0.16, -27.60, -24.28, -24.72, 
24004, 1466579754, 7:15:54, 8, 767, 832, 753, 0.16, -26.57, -23.40, -27.26, 
25003, 1466579755, 7:15:55, 8, 763, 767, 832, 0.16, -26.77, -26.57, -23.40, 
26004, 1466579756, 7:15:56, 4, 759, 767, 832, 0.08, -26.97, -26.57, -23.40, 
27004, 1466579757, 7:15:57, 8, 759, 767, 832, 0.16, -26.97, -26.57, -23.40, 
28005, 1466579758, 7:15:58, 31, 743, 749, 745, 0.61, -27.75, -27.45, -27.65, 
29005, 1466579759, 7:15:59, 1, 736, 743, 783, 0.02, -28.09, -27.75, -25.79, 
30005, 1466579760, 7:16:0, 31, 732, 727, 759, 0.61, -28.29, -28.53, -26.97, 
31005, 1466579761, 7:16:1, 0, 735, 816, 773, 0.00, -28.14, -24.18, -26.28, 
32005, 1466579762, 7:16:2, 0, 775, 735, 732, 0.00, -26.18, -28.14, -28.29, 
33005, 1466579763, 7:16:3, 31, 721, 727, 735, 0.61, -28.82, -28.53, -28.14, 
34007, 1466579764, 7:16:4, 15, 724, 715, 751, 0.29, -28.68, -29.12, -27.36, 
35007, 1466579765, 7:16:5, 8, 751, 816, 732, 0.16, -27.36, -24.18, -28.29, 
36007, 1466579766, 7:16:6, 7, 710, 704, 731, 0.14, -29.36, -29.65, -28.33, 
37007, 1466579767, 7:16:7, 8, 735, 784, 720, 0.16, -28.14, -25.74, -28.87, 
38007, 1466579768, 7:16:8, 4, 719, 792, 731, 0.08, -28.92, -25.35, -28.33, 
39006, 1466579769, 7:16:9, 0, 784, 727, 731, 0.00, -25.74, -28.53, -28.33, 
40007, 1466579770, 7:16:10, 0, 688, 703, 800, 0.00, -30.44, -29.70, -24.96, 
41007, 1466579771, 7:16:11, 0, 766, 736, 719, 0.00, -26.62, -28.09, -28.92, 
42007, 1466579772, 7:16:12, 0, 766, 723, 719, 0.00, -26.62, -28.73, -28.92, 
43008, 1466579773, 7:16:13, 31, 680, 687, 700, 0.61, -30.83, -30.48, -29.85, 
44007, 1466579774, 7:16:14, 2, 687, 703, 784, 0.04, -30.48, -29.70, -25.74, 
45007, 1466579775, 7:16:15, 31, 679, 687, 689, 0.61, -30.88, -30.48, -30.39, 
46007, 1466579776, 7:16:16, 0, 768, 664, 689, 0.00, -26.53, -31.61, -30.39, 
47007, 1466579777, 7:16:17, 0, 715, 679, 676, 0.00, -29.12, -30.88, -31.02, 
48008, 1466579778, 7:16:18, 8, 657, 728, 727, 0.16, -31.95, -28.48, -28.53, 
