millis,Date,Time,Sensor1,Sensor2,Sensor3
1001, 1468328683, 13:4:43, 63, 726, 704, 735, 1.23, -28.58, -29.65, -28.14, 
2002, 1468328684, 13:4:44, 20, 704, 707, 735, 0.39, -29.65, -29.51, -28.14, 
3002, 1468328685, 13:4:45, 40, 718, 695, 731, 0.78, -28.97, -30.09, -28.33, 
4002, 1468328686, 13:4:46, 0, 784, 699, 703, 0.00, -25.74, -29.90, -29.70, 
5003, 1468328687, 13:4:47, 8, 695, 767, 735, 0.16, -30.09, -26.57, -28.14, 
6003, 1468328688, 13:4:48, 0, 703, 784, 711, 0.00, -29.70, -25.74, -29.31, 
7004, 1468328689, 13:4:49, 0, 784, 688, 703, 0.00, -25.74, -30.44, -29.70, 
8004, 1468328690, 13:4:50, 31, 736, 743, 725, 0.61, -28.09, -27.75, -28.63, 
9004, 1468328691, 13:4:51, 0, 727, 816, 768, 0.00, -28.53, -24.18, -26.53, 
10004, 1468328692, 13:4:52, 1, 735, 816, 755, 0.02, -28.14, -24.18, -27.16, 
11004, 1468328693, 13:4:53, 0, 816, 751, 716, 0.00, -24.18, -27.36, -29.07, 
12004, 1468328694, 13:4:54, 4, 727, 759, 804, 0.08, -28.53, -26.97, -24.77, 
13004, 1468328695, 13:4:55, 0, 816, 718, 715, 0.00, -24.18, -28.97, -29.12, 
14004, 1468328696, 13:4:56, 2, 847, 960, 855, 0.04, -22.66, -17.14, -22.27, 
15004, 1468328697, 13:4:57, 8, 799, 832, 751, 0.16, -25.01, -23.40, -27.36, 
16004, 1468328698, 13:4:58, 0, 832, 739, 767, 0.00, -23.40, -27.94, -26.57, 
17004, 1468328699, 13:4:59, 8, 743, 832, 783, 0.16, -27.75, -23.40, -25.79, 
18004, 1468328700, 13:5:0, 0, 815, 800, 751, 0.00, -24.23, -24.96, -27.36, 
19004, 1468328701, 13:5:1, 0, 775, 732, 743, 0.00, -26.18, -28.29, -27.75, 
20004, 1468328702, 13:5:2, 0, 832, 751, 742, 0.00, -23.40, -27.36, -27.80, 
21004, 1468328703, 13:5:3, 8, 732, 751, 840, 0.16, -28.29, -27.36, -23.01, 
22004, 1468328704, 13:5:4, 0, 832, 736, 751, 0.00, -23.40, -28.09, -27.36, 
23005, 1468328705, 13:5:5, 31, 744, 743, 726, 0.61, -27.70, -27.75, -28.58, 
24005, 1468328706, 13:5:6, 47, 751, 732, 735, 0.92, -27.36, -28.29, -28.14, 
25005, 1468328707, 13:5:7, 8, 767, 832, 723, 0.16, -26.57, -23.40, -28.73, 
26005, 1468328708, 13:5:8, 1, 736, 743, 783, 0.02, -28.09, -27.75, -25.79, 
27006, 1468328709, 13:5:9, 31, 723, 727, 707, 0.61, -28.73, -28.53, -29.51, 
28005, 1468328710, 13:5:10, 7, 726, 707, 727, 0.14, -28.58, -29.51, -28.53, 
29005, 1468328711, 13:5:11, 0, 784, 715, 700, 0.00, -25.74, -29.12, -29.85, 
30005, 1468328712, 13:5:12, 0, 719, 735, 800, 0.00, -28.92, -28.14, -24.96, 
