millis,Date,Time,Sensor1,Sensor2,Sensor3
1001, 1468922433, 10:0:33, 0, 792, 751, 708, 0.00, -25.35, -27.36, -29.46, 
2002, 1468922434, 10:0:34, 3, 715, 716, 767, 0.06, -29.12, -29.07, -26.57, 
3001, 1468922435, 10:0:35, 31, 704, 719, 710, 0.61, -29.65, -28.92, -29.36, 
4002, 1468922436, 10:0:36, 1, 704, 727, 751, 0.02, -29.65, -28.53, -27.36, 
5001, 1468922437, 10:0:37, 0, 768, 719, 692, 0.00, -26.53, -28.92, -30.24, 
6001, 1468922438, 10:0:38, 16, 688, 711, 727, 0.31, -30.44, -29.31, -28.53, 
7001, 1468922439, 10:0:39, 0, 727, 702, 688, 0.00, -28.53, -29.75, -30.44, 
8002, 1468922440, 10:0:40, 0, 771, 732, 727, 0.00, -26.38, -28.29, -28.53, 
9003, 1468922441, 10:0:41, 0, 736, 747, 767, 0.00, -28.09, -27.55, -26.57, 
10001, 1468922442, 10:0:42, 0, 777, 751, 720, 0.00, -26.09, -27.36, -28.87, 
11001, 1468922443, 10:0:43, 0, 832, 723, 735, 0.00, -23.40, -28.73, -28.14, 
12001, 1468922444, 10:0:44, 8, 759, 816, 720, 0.16, -26.97, -24.18, -28.87, 
13001, 1468922445, 10:0:45, 3, 735, 709, 798, 0.06, -28.14, -29.41, -25.06, 
14001, 1468922446, 10:0:46, 8, 851, 944, 871, 0.16, -22.47, -17.92, -21.49, 
15002, 1468922447, 10:0:47, 31, 771, 748, 767, 0.61, -26.38, -27.50, -26.57, 
16001, 1468922448, 10:0:48, 0, 768, 783, 848, 0.00, -26.53, -25.79, -22.62, 
17001, 1468922449, 10:0:49, 0, 832, 751, 758, 0.00, -23.40, -27.36, -27.01, 
18001, 1468922450, 10:0:50, 16, 739, 759, 799, 0.31, -27.94, -26.97, -25.01, 
19001, 1468922451, 10:0:51, 1, 747, 759, 815, 0.02, -27.55, -26.97, -24.23, 
20001, 1468922452, 10:0:52, 0, 831, 787, 762, 0.00, -23.45, -25.60, -26.82, 
21001, 1468922453, 10:0:53, 44, 764, 736, 783, 0.86, -26.72, -28.09, -25.79, 
22002, 1468922454, 10:0:54, 0, 767, 848, 750, 0.00, -26.57, -22.62, -27.41, 
23001, 1468922455, 10:0:55, 8, 759, 739, 840, 0.16, -26.97, -27.94, -23.01, 
24002, 1468922456, 10:0:56, 0, 800, 751, 732, 0.00, -24.96, -27.36, -28.29, 
25003, 1468922457, 10:0:57, 0, 832, 737, 751, 0.00, -23.40, -28.04, -27.36, 
26001, 1468922458, 10:0:58, 0, 832, 736, 743, 0.00, -23.40, -28.09, -27.75, 
27002, 1468922459, 10:0:59, 3, 727, 726, 791, 0.06, -28.53, -28.58, -25.40, 
28002, 1468922460, 10:1:0, 7, 724, 720, 735, 0.14, -28.68, -28.87, -28.14, 
29002, 1468922461, 10:1:1, 31, 715, 735, 711, 0.61, -29.12, -28.14, -29.31, 
30001, 1468922462, 10:1:2, 1, 743, 712, 719, 0.02, -27.75, -29.26, -28.92, 
31001, 1468922463, 10:1:3, 8, 727, 767, 784, 0.16, -28.53, -26.57, -25.74, 
32001, 1468922464, 10:1:4, 0, 800, 707, 719, 0.00, -24.96, -29.51, -28.92, 
33001, 1468922465, 10:1:5, 0, 719, 800, 727, 0.00, -28.92, -24.96, -28.53, 
34002, 1468922466, 10:1:6, 46, 727, 695, 735, 0.90, -28.53, -30.09, -28.14, 
35001, 1468922467, 10:1:7, 8, 719, 751, 768, 0.16, -28.92, -27.36, -26.53, 
36001, 1468922468, 10:1:8, 24, 696, 699, 727, 0.47, -30.04, -29.90, -28.53, 
37001, 1468922469, 10:1:9, 0, 703, 719, 784, 0.00, -29.70, -28.92, -25.74, 
38001, 1468922470, 10:1:10, 0, 768, 695, 684, 0.00, -26.53, -30.09, -30.63, 
39001, 1468922471, 10:1:11, 8, 703, 679, 766, 0.16, -29.70, -30.88, -26.62, 
40001, 1468922472, 10:1:12, 0, 784, 673, 695, 0.00, -25.74, -31.17, -30.09, 
41001, 1468922473, 10:1:13, 31, 687, 670, 695, 0.61, -30.48, -31.32, -30.09, 
42001, 1468922474, 10:1:14, 0, 672, 695, 776, 0.00, -31.22, -30.09, -26.13, 
43001, 1468922475, 10:1:15, 8, 661, 744, 723, 0.16, -31.76, -27.70, -28.73, 
