millis,Date,Time,Sensor1,Sensor2,Sensor3,,,,,,
459091,1465889526, 7:32:6,0,380,395,412,0,18.57,19.31,20.14, 
460091,1465889527, 7:32:7,0,454,360,375,0,22.19,17.6,18.33, 
461091,1465889528, 7:32:8,0,428,349,382,0,20.92,17.06,18.67, 
462092,1465889529, 7:32:9,0,388,352,455,0,18.96,17.2,22.24, 
463092,1465889530, 7:32:10,31,392,368,376,0.61,19.16,17.99,18.38, 
464092,1465889531, 7:32:11,0,459,351,392,0,22.43,17.16,19.16, 
465092,1465889532, 7:32:12,31,392,368,376,0.61,19.16,17.99,18.38, 
466093,1465889533, 7:32:13,31,383,364,372,0.61,18.72,17.79,18.18, 
467093,1465889534, 7:32:14,4,394,356,447,0.08,19.26,17.4,21.85, 
468093,1465889535, 7:32:15,0,382,352,455,0,18.67,17.2,22.24, 
469094,1465889536, 7:32:16,8,384,423,390,0.16,18.77,20.67,19.06, 
470094,1465889537, 7:32:17,0,409,406,400,0,19.99,19.84,19.55, 
471095,1465889538, 7:32:18,31,383,368,368,0.61,18.72,17.99,17.99, 
472096,1465889539, 7:32:19,2,392,352,451,0.04,19.16,17.2,22.04, 
473095,1465889540, 7:32:20,0,376,403,408,0,18.38,19.7,19.94, 
474095,1465889541, 7:32:21,0,416,401,392,0,20.33,19.6,19.16, 
475096,1465889542, 7:32:22,0,388,352,453,0,18.96,17.2,22.14, 
476096,1465889543, 7:32:23,0,400,415,388,0,19.55,20.28,18.96, 
477096,1465889544, 7:32:24,0,441,368,367,0,21.55,17.99,17.94, 
478096,1465889545, 7:32:25,8,384,427,383,0.16,18.77,20.87,18.72, 
479096,1465889546, 7:32:26,8,376,391,420,0.16,18.38,19.11,20.53, 
480097,1465889547, 7:32:27,0,447,362,371,0,21.85,17.69,18.13, 
481097,1465889548, 7:32:28,31,387,360,371,0.61,18.91,17.6,18.13, 
482097,1465889549, 7:32:29,4,388,423,379,0.08,18.96,20.67,18.52, 
483097,1465889550, 7:32:30,16,375,360,376,0.31,18.33,17.6,18.38, 
484098,1465889551, 7:32:31,0,459,351,392,0,22.43,17.16,19.16, 
485098,1465889552, 7:32:32,7,384,351,396,0.14,18.77,17.16,19.35, 
486099,1465889553, 7:32:33,4,388,352,455,0.08,18.96,17.2,22.24, 
487098,1465889554, 7:32:34,0,439,376,381,0,21.46,18.38,18.62, 
488098,1465889555, 7:32:35,8,373,344,435,0.16,18.23,16.81,21.26, 
489099,1465889556, 7:32:36,0,438,368,382,0,21.41,17.99,18.67, 
490099,1465889557, 7:32:37,0,444,364,371,0,21.7,17.79,18.13, 
491100,1465889558, 7:32:38,23,383,360,396,0.45,18.72,17.6,19.35, 
492101,1465889559, 7:32:39,0,384,411,385,0,18.77,20.09,18.82, 
493100,1465889560, 7:32:40,0,427,384,371,0,20.87,18.77,18.13, 
494100,1465889561, 7:32:41,31,383,368,372,0.61,18.72,17.99,18.18, 
495100,1465889562, 7:32:42,3,383,357,400,0.06,18.72,17.45,19.55, 
496100,1465889563, 7:32:43,0,388,352,455,0,18.96,17.2,22.24, 
497100,1465889564, 7:32:44,0,454,359,392,0,22.19,17.55,19.16, 
498100,1465889565, 7:32:45,0,376,407,404,0,18.38,19.89,19.75, 
499100,1465889566, 7:32:46,31,388,349,376,0.61,18.96,17.06,18.38, 
500101,1465889567, 7:32:47,15,385,360,394,0.29,18.82,17.6,19.26, 
501101,1465889568, 7:32:48,15,385,360,394,0.29,18.82,17.6,19.26, 
502102,1465889569, 7:32:49,7,384,351,392,0.14,18.77,17.16,19.16, 
503102,1465889570, 7:32:50,0,455,351,388,0,22.24,17.16,18.96, 
504102,1465889571, 7:32:51,0,383,352,455,0,18.72,17.2,22.24, 
505102,1465889572, 7:32:52,0,376,395,412,0,18.38,19.31,20.14, 
506102,1465889573, 7:32:53,0,408,410,394,0,19.94,20.04,19.26, 
507102,1465889574, 7:32:54,0,455,355,388,0,22.24,17.35,18.96, 
508102,1465889575, 7:32:55,4,396,352,455,0.08,19.35,17.2,22.24, 
509102,1465889576, 7:32:56,0,459,351,392,0,22.43,17.16,19.16, 
510103,1465889577, 7:32:57,0,431,376,380,0,21.07,18.38,18.57, 
511104,1465889578, 7:32:58,44,387,351,384,0.86,18.91,17.16,18.77, 
512105,1465889579, 7:32:59,0,447,360,400,0,21.85,17.6,19.55, 
513105,1465889580, 7:33:0,0,424,353,382,0,20.72,17.25,18.67, 
514104,1465889581, 7:33:1,32,371,360,386,0.63,18.13,17.6,18.87, 
515105,1465889582, 7:33:2,24,371,364,384,0.47,18.13,17.79,18.77, 
516104,1465889583, 7:33:3,0,438,368,375,0,21.41,17.99,18.33, 
517104,1465889584, 7:33:4,0,439,368,375,0,21.46,17.99,18.33, 
518105,1465889585, 7:33:5,0,447,355,383,0,21.85,17.35,18.72, 
519105,1465889586, 7:33:6,8,370,384,429,0.16,18.08,18.77,20.97, 
520105,1465889587, 7:33:7,0,384,411,396,0,18.77,20.09,19.35, 
521106,1465889588, 7:33:8,0,428,353,380,0,20.92,17.25,18.57, 
522106,1465889589, 7:33:9,8,384,427,383,0.16,18.77,20.87,18.72, 
523107,1465889590, 7:33:10,40,396,351,384,0.78,19.35,17.16,18.77, 
524107,1465889591, 7:33:11,1,388,368,396,0.02,18.96,17.99,19.35, 
525107,1465889592, 7:33:12,0,382,364,384,0,18.67,17.79,18.77, 
526107,1465889593, 7:33:13,0,447,360,377,0,21.85,17.6,18.43, 
527107,1465889594, 7:33:14,16,385,368,443,0.31,18.82,17.99,21.65, 
528107,1465889595, 7:33:15,15,385,360,400,0.29,18.82,17.6,19.55, 
529107,1465889596, 7:33:16,8,372,387,428,0.16,18.18,18.91,20.92, 
530107,1465889597, 7:33:17,31,383,360,377,0.61,18.72,17.6,18.43, 
531107,1465889598, 7:33:18,8,400,360,447,0.16,19.55,17.6,21.85, 
532107,1465889599, 7:33:19,0,400,415,396,0,19.55,20.28,19.35, 
533107,1465889600, 7:33:20,0,376,399,418,0,18.38,19.5,20.43, 
534108,1465889601, 7:33:21,46,393,351,386,0.9,19.21,17.16,18.87, 
535108,1465889602, 7:33:22,1,383,361,400,0.02,18.72,17.64,19.55, 
536109,1465889603, 7:33:23,0,376,399,413,0,18.38,19.5,20.19, 
537109,1465889604, 7:33:24,4,388,423,388,0.08,18.96,20.67,18.96, 
538109,1465889605, 7:33:25,24,375,364,384,0.47,18.33,17.79,18.77, 
539109,1465889606, 7:33:26,0,405,412,392,0,19.79,20.14,19.16, 
540109,1465889607, 7:33:27,0,447,368,371,0,21.85,17.99,18.13, 
541109,1465889608, 7:33:28,16,375,364,376,0.31,18.33,17.79,18.38, 
542109,1465889609, 7:33:29,8,392,415,388,0.16,19.16,20.28,18.96, 
543110,1465889610, 7:33:30,3,392,345,405,0.06,19.16,16.86,19.79, 
544110,1465889611, 7:33:31,31,388,362,370,0.61,18.96,17.69,18.08, 
545110,1465889612, 7:33:32,0,392,344,455,0,19.16,16.81,22.24, 
546110,1465889613, 7:33:33,0,392,344,455,0,19.16,16.81,22.24, 
547110,1465889614, 7:33:34,8,377,352,439,0.16,18.43,17.2,21.46, 
548110,1465889615, 7:33:35,8,392,415,392,0.16,19.16,20.28,19.16, 
549110,1465889616, 7:33:36,24,371,360,384,0.47,18.13,17.6,18.77, 
550111,1465889617, 7:33:37,8,389,344,431,0.16,19.01,16.81,21.07, 
551111,1465889618, 7:33:38,8,396,360,447,0.16,19.35,17.6,21.85, 
552111,1465889619, 7:33:39,31,392,345,380,0.61,19.16,16.86,18.57, 
553111,1465889620, 7:33:40,4,392,352,455,0.08,19.16,17.2,22.24, 
554112,1465889621, 7:33:41,0,412,343,392,0,20.14,16.76,19.16, 
555112,1465889622, 7:33:42,8,387,368,446,0.16,18.91,17.99,21.8, 
556112,1465889623, 7:33:43,0,382,354,455,0,18.67,17.3,22.24, 
557112,1465889624, 7:33:44,8,386,423,392,0.16,18.87,20.67,19.16, 
558112,1465889625, 7:33:45,6,392,339,416,0.12,19.16,16.57,20.33, 
559112,1465889626, 7:33:46,31,383,364,371,0.61,18.72,17.79,18.13, 
560112,1465889627, 7:33:47,36,371,351,388,0.7,18.13,17.16,18.96, 
561112,1465889628, 7:33:48,7,384,351,396,0.14,18.77,17.16,19.35, 
562112,1465889629, 7:33:49,4,384,423,379,0.08,18.77,20.67,18.52, 
563112,1465889630, 7:33:50,0,455,358,392,0,22.24,17.5,19.16, 
564113,1465889631, 7:33:51,0,402,414,394,0,19.65,20.23,19.26, 
565113,1465889632, 7:33:52,0,400,415,392,0,19.55,20.28,19.16, 
566113,1465889633, 7:33:53,46,394,351,384,0.9,19.26,17.16,18.77, 
567113,1465889634, 7:33:54,0,438,368,371,0,21.41,17.99,18.13, 
568114,1465889635, 7:33:55,0,439,368,375,0,21.46,17.99,18.33, 
569114,1465889636, 7:33:56,0,424,353,382,0,20.72,17.25,18.67, 
570115,1465889637, 7:33:57,52,396,351,384,1.02,19.35,17.16,18.77, 
571115,1465889638, 7:33:58,0,421,347,383,0,20.58,16.96,18.72, 
572116,1465889639, 7:33:59,0,384,407,404,0,18.77,19.89,19.75, 
573115,1465889640, 7:34:0,31,392,353,376,0.61,19.16,17.25,18.38, 
574115,1465889641, 7:34:1,0,447,362,384,0,21.85,17.69,18.77, 
575115,1465889642, 7:34:2,0,455,359,392,0,22.24,17.55,19.16, 
576116,1465889643, 7:34:3,3,392,345,404,0.06,19.16,16.86,19.75, 
577117,1465889644, 7:34:4,15,387,360,389,0.29,18.91,17.6,19.01, 
578117,1465889645, 7:34:5,15,387,360,392,0.29,18.91,17.6,19.16, 
579117,1465889646, 7:34:6,8,384,423,383,0.16,18.77,20.67,18.72, 
580117,1465889647, 7:34:7,0,411,406,396,0,20.09,19.84,19.35, 
581117,1465889648, 7:34:8,7,389,356,396,0.14,19.01,17.4,19.35, 
582117,1465889649, 7:34:9,8,377,376,437,0.16,18.43,18.38,21.36, 
583117,1465889650, 7:34:10,0,430,353,383,0,21.02,17.25,18.72, 
584118,1465889651, 7:34:11,46,394,351,384,0.9,19.26,17.16,18.77, 
585118,1465889652, 7:34:12,31,392,360,376,0.61,19.16,17.6,18.38, 
586118,1465889653, 7:34:13,31,383,368,368,0.61,18.72,17.99,17.99, 
587118,1465889654, 7:34:14,3,392,364,400,0.06,19.16,17.79,19.55, 
588118,1465889655, 7:34:15,0,459,358,388,0,22.43,17.5,18.96, 
589118,1465889656, 7:34:16,31,392,347,376,0.61,19.16,16.96,18.38, 
590118,1465889657, 7:34:17,15,387,360,394,0.29,18.91,17.6,19.26, 
591119,1465889658, 7:34:18,0,435,380,380,0,21.26,18.57,18.57, 
592119,1465889659, 7:34:19,0,423,394,388,0,20.67,19.26,18.96, 
593119,1465889660, 7:34:20,8,384,427,382,0.16,18.77,20.87,18.67, 
594119,1465889661, 7:34:21,0,439,376,378,0,21.46,18.38,18.48, 
595120,1465889662, 7:34:22,0,404,413,392,0,19.75,20.19,19.16, 
596120,1465889663, 7:34:23,0,457,351,393,0,22.34,17.16,19.21, 
597121,1465889664, 7:34:24,0,411,410,392,0,20.09,20.04,19.16, 
598121,1465889665, 7:34:25,8,385,369,440,0.16,18.82,18.04,21.51, 
599122,1465889666, 7:34:26,4,384,415,379,0.08,18.77,20.28,18.52, 
600121,1465889667, 7:34:27,31,392,362,376,0.61,19.16,17.69,18.38, 
601121,1465889668, 7:34:28,31,388,368,368,0.61,18.96,17.99,17.99, 
602121,1465889669, 7:34:29,47,392,347,376,0.92,19.16,16.96,18.38, 
603121,1465889670, 7:34:30,0,457,360,392,0,22.34,17.6,19.16, 
604122,1465889671, 7:34:31,4,372,389,420,0.08,18.18,19.01,20.53, 
605122,1465889672, 7:34:32,0,459,358,392,0,22.43,17.5,19.16, 
606124,1465889673, 7:34:33,8,377,373,437,0.16,18.43,18.23,21.36, 
607124,1465889674, 7:34:34,0,447,360,389,0,21.85,17.6,19.01, 
608124,1465889675, 7:34:35,8,392,415,392,0.16,19.16,20.28,19.16, 
609123,1465889676, 7:34:36,8,372,391,420,0.16,18.18,19.11,20.53, 
610123,1465889677, 7:34:37,4,394,360,447,0.08,19.26,17.6,21.85, 
611123,1465889678, 7:34:38,8,384,429,382,0.16,18.77,20.97,18.67, 
612123,1465889679, 7:34:39,36,375,364,384,0.7,18.33,17.79,18.77, 
613123,1465889680, 7:34:40,31,383,372,372,0.61,18.72,18.18,18.18, 
614123,1465889681, 7:34:41,8,394,348,423,0.16,19.26,17.01,20.67, 
615123,1465889682, 7:34:42,0,425,349,382,0,20.77,17.06,18.67, 
616124,1465889683, 7:34:43,0,423,394,373,0,20.67,19.26,18.23, 
617124,1465889684, 7:34:44,4,394,360,447,0.08,19.26,17.6,21.85, 
618124,1465889685, 7:34:45,0,418,347,382,0,20.43,16.96,18.67, 
619124,1465889686, 7:34:46,8,384,427,383,0.16,18.77,20.87,18.72, 
620124,1465889687, 7:34:47,0,447,364,394,0,21.85,17.79,19.26, 
621124,1465889688, 7:34:48,8,393,352,427,0.16,19.21,17.2,20.87, 
622125,1465889689, 7:34:49,2,384,423,379,0.04,18.77,20.67,18.52, 
623125,1465889690, 7:34:50,0,447,364,389,0,21.85,17.79,19.01, 
624125,1465889691, 7:34:51,0,372,399,416,0,18.18,19.5,20.33, 
625126,1465889692, 7:34:52,0,426,357,380,0,20.82,17.45,18.57, 
626127,1465889693, 7:34:53,1,382,370,388,0.02,18.67,18.08,18.96, 
627126,1465889694, 7:34:54,0,453,355,383,0,22.14,17.35,18.72, 
628126,1465889695, 7:34:55,0,383,354,455,0,18.72,17.3,22.24, 
629126,1465889696, 7:34:56,8,394,344,425,0.16,19.26,16.81,20.77, 
630126,1465889697, 7:34:57,0,439,355,383,0,21.46,17.35,18.72, 
631127,1465889698, 7:34:58,0,410,343,392,0,20.04,16.76,19.16, 
632127,1465889699, 7:34:59,0,368,391,424,0,17.99,19.11,20.72, 
633127,1465889700, 7:35:0,8,392,344,414,0.16,19.16,16.81,20.23, 
634127,1465889701, 7:35:1,0,384,415,385,0,18.77,20.28,18.82, 
635127,1465889702, 7:35:2,3,388,347,405,0.06,18.96,16.96,19.79, 
636128,1465889703, 7:35:3,0,384,415,384,0,18.77,20.28,18.77, 
637128,1465889704, 7:35:4,0,446,368,371,0,21.8,17.99,18.13, 
638129,1465889705, 7:35:5,1,396,415,393,0.02,19.35,20.28,19.21, 
639129,1465889706, 7:35:6,47,388,343,384,0.92,18.96,16.76,18.77, 
640129,1465889707, 7:35:7,47,388,345,384,0.92,18.96,16.86,18.77, 
641129,1465889708, 7:35:8,0,431,376,382,0,21.07,18.38,18.67, 
642129,1465889709, 7:35:9,0,447,355,392,0,21.85,17.35,19.16, 
643130,1465889710, 7:35:10,0,415,400,375,0,20.28,19.55,18.33, 
644130,1465889711, 7:35:11,0,439,368,371,0,21.46,17.99,18.13, 
645131,1465889712, 7:35:12,16,372,431,383,0.31,18.18,21.07,18.72, 
646131,1465889713, 7:35:13,8,375,356,445,0.16,18.33,17.4,21.75, 
647131,1465889714, 7:35:14,0,455,359,392,0,22.24,17.55,19.16, 
648131,1465889715, 7:35:15,1,402,351,392,0.02,19.65,17.16,19.16, 
649131,1465889716, 7:35:16,8,392,348,429,0.16,19.16,17.01,20.97, 
650131,1465889717, 7:35:17,4,374,352,447,0.08,18.28,17.2,21.85, 
651131,1465889718, 7:35:18,0,418,343,388,0,20.43,16.76,18.96, 
652132,1465889719, 7:35:19,23,383,368,373,0.45,18.72,17.99,18.23, 
653133,1465889720, 7:35:20,8,384,431,383,0.16,18.77,21.07,18.72, 
654132,1465889721, 7:35:21,0,400,415,396,0,19.55,20.28,19.35, 
655132,1465889722, 7:35:22,7,385,360,396,0.14,18.82,17.6,19.35, 
656132,1465889723, 7:35:23,3,388,363,404,0.06,18.96,17.74,19.75, 
657132,1465889724, 7:35:24,0,405,408,400,0,19.79,19.94,19.55, 
658132,1465889725, 7:35:25,0,447,360,401,0,21.85,17.6,19.6, 
659133,1465889726, 7:35:26,8,376,427,388,0.16,18.38,20.87,18.96, 
660134,1465889727, 7:35:27,1,400,351,394,0.02,19.55,17.16,19.26, 
661133,1465889728, 7:35:28,24,375,360,384,0.47,18.33,17.6,18.77, 
662133,1465889729, 7:35:29,0,376,407,400,0,18.38,19.89,19.55, 
663133,1465889730, 7:35:30,0,392,352,455,0,19.16,17.2,22.24, 
664133,1465889731, 7:35:31,0,419,398,379,0,20.48,19.45,18.52, 
665134,1465889732, 7:35:32,8,375,352,447,0.16,18.33,17.2,21.85, 
666134,1465889733, 7:35:33,0,443,364,382,0,21.65,17.79,18.67, 
667134,1465889734, 7:35:34,31,383,368,370,0.61,18.72,17.99,18.08, 
668134,1465889735, 7:35:35,0,425,392,371,0,20.77,19.16,18.13, 
669134,1465889736, 7:35:36,1,388,368,394,0.02,18.96,17.99,19.26, 
670135,1465889737, 7:35:37,8,375,352,437,0.16,18.33,17.2,21.36, 
671135,1465889738, 7:35:38,0,432,368,382,0,21.11,17.99,18.67, 
672136,1465889739, 7:35:39,4,378,352,447,0.08,18.48,17.2,21.85, 
673136,1465889740, 7:35:40,4,386,423,392,0.08,18.87,20.67,19.16, 
674136,1465889741, 7:35:41,0,435,380,371,0,21.26,18.57,18.13, 
675136,1465889742, 7:35:42,0,455,360,396,0,22.24,17.6,19.35, 
676136,1465889743, 7:35:43,4,386,423,383,0.08,18.87,20.67,18.72, 
677137,1465889744, 7:35:44,0,447,364,371,0,21.85,17.79,18.13, 
678137,1465889745, 7:35:45,8,371,352,439,0.16,18.13,17.2,21.46, 
679138,1465889746, 7:35:46,8,373,348,435,0.16,18.23,17.01,21.26, 
680139,1465889747, 7:35:47,0,438,368,375,0,21.41,17.99,18.33, 
681138,1465889748, 7:35:48,0,417,400,393,0,20.38,19.55,19.21, 
682138,1465889749, 7:35:49,0,384,415,385,0,18.77,20.28,18.82, 
683138,1465889750, 7:35:50,31,392,353,376,0.61,19.16,17.25,18.38, 
684138,1465889751, 7:35:51,8,384,423,383,0.16,18.77,20.67,18.72, 
685138,1465889752, 7:35:52,8,396,368,442,0.16,19.35,17.99,21.6, 
686139,1465889753, 7:35:53,1,388,368,388,0.02,18.96,17.99,18.96, 
