millis,Date,Time,Sensor1,Sensor2,Sensor3
1000, 1463642651, 7:24:11, 63, 735, 711, 715, 1.23, -28.14, -29.31, -29.12, 
2001, 1463642652, 7:24:12, 16, 751, 800, 724, 0.31, -27.36, -24.96, -28.68, 
3002, 1463642653, 7:24:13, 12, 727, 751, 808, 0.23, -28.53, -27.36, -24.57, 
4002, 1463642654, 7:24:14, 3, 711, 733, 751, 0.06, -29.31, -28.24, -27.36, 
5002, 1463642655, 7:24:15, 8, 735, 800, 718, 0.16, -28.14, -24.96, -28.97, 
6002, 1463642656, 7:24:16, 31, 704, 719, 735, 0.61, -29.65, -28.92, -28.14, 
7002, 1463642657, 7:24:17, 0, 703, 792, 735, 0.00, -29.70, -25.35, -28.14, 
8002, 1463642658, 7:24:18, 0, 735, 828, 775, 0.00, -28.14, -23.59, -26.18, 
9004, 1463642659, 7:24:19, 6, 739, 767, 832, 0.12, -27.94, -26.57, -23.40, 
10004, 1463642660, 7:24:20, 8, 767, 816, 728, 0.16, -26.57, -24.18, -28.48, 
11004, 1463642661, 7:24:21, 3, 737, 735, 767, 0.06, -28.04, -28.14, -26.57, 
12004, 1463642662, 7:24:22, 3, 735, 743, 767, 0.06, -28.14, -27.75, -26.57, 
13004, 1463642663, 7:24:23, 3, 736, 731, 767, 0.06, -28.09, -28.33, -26.57, 
14004, 1463642664, 7:24:24, 8, 859, 927, 920, 0.16, -22.08, -18.75, -19.10, 
15004, 1463642665, 7:24:25, 2, 773, 799, 864, 0.04, -26.28, -25.01, -21.83, 
16005, 1463642666, 7:24:26, 0, 807, 768, 783, 0.00, -24.62, -26.53, -25.79, 
17005, 1463642667, 7:24:27, 4, 783, 848, 767, 0.08, -25.79, -22.62, -26.57, 
18007, 1463642668, 7:24:28, 8, 742, 759, 856, 0.16, -27.80, -26.97, -22.22, 
19007, 1463642669, 7:24:29, 32, 767, 748, 767, 0.63, -26.57, -27.50, -26.57, 
20007, 1463642670, 7:24:30, 8, 767, 815, 832, 0.16, -26.57, -24.23, -23.40, 
21007, 1463642671, 7:24:31, 8, 742, 759, 840, 0.16, -27.80, -26.97, -23.01, 
22007, 1463642672, 7:24:32, 0, 748, 759, 840, 0.00, -27.50, -26.97, -23.01, 
23007, 1463642673, 7:24:33, 0, 787, 768, 751, 0.00, -25.60, -26.53, -27.36, 
24007, 1463642674, 7:24:34, 0, 767, 840, 769, 0.00, -26.57, -23.01, -26.48, 
25007, 1463642675, 7:24:35, 31, 742, 739, 751, 0.61, -27.80, -27.94, -27.36, 
26007, 1463642676, 7:24:36, 8, 744, 743, 767, 0.16, -27.70, -27.75, -26.57, 
27009, 1463642677, 7:24:37, 32, 751, 736, 767, 0.63, -27.36, -28.09, -26.57, 
28009, 1463642678, 7:24:38, 6, 747, 749, 783, 0.12, -27.55, -27.45, -25.79, 
29009, 1463642679, 7:24:39, 0, 800, 735, 763, 0.00, -24.96, -28.14, -26.77, 
30010, 1463642680, 7:24:40, 6, 743, 767, 832, 0.12, -27.75, -26.57, -23.40, 
31010, 1463642681, 7:24:41, 8, 743, 717, 820, 0.16, -27.75, -29.02, -23.98, 
32010, 1463642682, 7:24:42, 0, 720, 727, 767, 0.00, -28.87, -28.53, -26.57, 
33010, 1463642683, 7:24:43, 1, 720, 727, 767, 0.02, -28.87, -28.53, -26.57, 
34010, 1463642684, 7:24:44, 8, 735, 714, 799, 0.16, -28.14, -29.17, -25.01, 
35010, 1463642685, 7:24:45, 0, 715, 800, 768, 0.00, -29.12, -24.96, -26.53, 
36012, 1463642686, 7:24:46, 3, 709, 743, 808, 0.06, -29.41, -27.75, -24.57, 
37012, 1463642687, 7:24:47, 8, 694, 707, 796, 0.16, -30.14, -29.51, -25.16, 
38012, 1463642688, 7:24:48, 8, 727, 784, 704, 0.16, -28.53, -25.74, -29.65, 
39012, 1463642689, 7:24:49, 0, 688, 715, 800, 0.00, -30.44, -29.12, -24.96, 
40012, 1463642690, 7:24:50, 0, 695, 727, 792, 0.00, -30.09, -28.53, -25.35, 
41013, 1463642691, 7:24:51, 8, 719, 776, 688, 0.16, -28.92, -26.13, -30.44, 
42013, 1463642692, 7:24:52, 0, 768, 691, 703, 0.00, -26.53, -30.29, -29.70, 
43013, 1463642693, 7:24:53, 0, 768, 687, 703, 0.00, -26.53, -30.48, -29.70, 
44013, 1463642694, 7:24:54, 31, 680, 683, 703, 0.61, -30.83, -30.68, -29.70, 
45014, 1463642695, 7:24:55, 15, 687, 664, 687, 0.29, -30.48, -31.61, -30.48, 
46014, 1463642696, 7:24:56, 0, 668, 663, 703, 0.00, -31.41, -31.66, -29.70, 
47015, 1463642697, 7:24:57, 0, 667, 732, 717, 0.00, -31.46, -28.29, -29.02, 
48016, 1463642698, 7:24:58, 15, 660, 656, 683, 0.29, -31.80, -32.00, -30.68, 
49016, 1463642699, 7:24:59, 23, 652, 651, 683, 0.45, 31.87, 31.82, -30.68, 
50016, 1463642700, 7:25:0, 16, 683, 736, 660, 0.31, -30.68, -28.09, -31.80, 
51016, 1463642701, 7:25:1, 0, 679, 661, 652, 0.00, -30.88, -31.76, 31.87, 
52017, 1463642702, 7:25:2, 8, 647, 663, 736, 0.16, 31.62, -31.66, -28.09, 
53017, 1463642703, 7:25:3, 0, 620, 639, 724, 0.00, 30.30, 31.23, -28.68, 
54017, 1463642704, 7:25:4, 0, 678, 629, 655, 0.00, -30.92, 30.74, 32.01, 
55017, 1463642705, 7:25:5, 0, 704, 613, 620, 0.00, -29.65, 29.96, 30.30, 
56017, 1463642706, 7:25:6, 16, 635, 688, 610, 0.31, 31.04, -30.44, 29.81, 
57018, 1463642707, 7:25:7, 15, 601, 592, 614, 0.29, 29.37, 28.93, 30.01, 
58018, 1463642708, 7:25:8, 0, 648, 640, 613, 0.00, 31.67, 31.28, 29.96, 
59019, 1463642709, 7:25:9, 0, 672, 572, 593, 0.00, -31.22, 27.96, 28.98, 
60019, 1463642710, 7:25:10, 31, 590, 552, 591, 0.61, 28.84, 26.98, 28.89, 
61019, 1463642711, 7:25:11, 1, 591, 542, 568, 0.02, 28.89, 26.49, 27.76, 
62019, 1463642712, 7:25:12, 0, 553, 557, 640, 0.00, 27.03, 27.22, 31.28, 
63020, 1463642713, 7:25:13, 1, 539, 536, 563, 0.02, 26.34, 26.20, 27.52, 
64020, 1463642714, 7:25:14, 0, 592, 543, 543, 0.00, 28.93, 26.54, 26.54, 
65020, 1463642715, 7:25:15, 0, 572, 531, 539, 0.00, 27.96, 25.95, 26.34, 
66021, 1463642716, 7:25:16, 0, 560, 490, 525, 0.00, 27.37, 23.95, 25.66, 
67021, 1463642717, 7:25:17, 0, 501, 538, 497, 0.00, 24.49, 26.30, 24.29, 
68022, 1463642718, 7:25:18, 0, 526, 484, 469, 0.00, 25.71, 23.66, 22.92, 
69022, 1463642719, 7:25:19, 16, 449, 440, 515, 0.31, 21.95, 21.51, 25.17, 
70023, 1463642720, 7:25:20, 31, 431, 436, 464, 0.61, 21.07, 21.31, 22.68, 
71023, 1463642721, 7:25:21, 7, 422, 407, 438, 0.14, 20.63, 19.89, 21.41, 
72024, 1463642722, 7:25:22, 0, 473, 401, 407, 0.00, 23.12, 19.60, 19.89, 
73024, 1463642723, 7:25:23, 31, 391, 392, 416, 0.61, 19.11, 19.16, 20.33, 
74025, 1463642724, 7:25:24, 0, 409, 415, 400, 0.00, 19.99, 20.28, 19.55, 
75024, 1463642725, 7:25:25, 0, 431, 364, 388, 0.00, 21.07, 17.79, 18.96, 
76024, 1463642726, 7:25:26, 0, 415, 350, 378, 0.00, 20.28, 17.11, 18.48, 
77025, 1463642727, 7:25:27, 31, 348, 344, 337, 0.61, 17.01, 16.81, 16.47, 
78025, 1463642728, 7:25:28, 0, 395, 319, 352, 0.00, 19.31, 15.59, 17.20, 
79026, 1463642729, 7:25:29, 8, 320, 367, 335, 0.16, 15.64, 17.94, 16.37, 
80026, 1463642730, 7:25:30, 32, 324, 295, 320, 0.63, 15.84, 14.42, 15.64, 
81026, 1463642731, 7:25:31, 0, 304, 351, 316, 0.00, 14.86, 17.16, 15.44, 
82026, 1463642732, 7:25:32, 0, 489, 396, 450, 0.00, 23.90, 19.35, 21.99, 
83026, 1463642733, 7:25:33, 31, 516, 492, 517, 0.61, 25.22, 24.05, 25.27, 
