millis,Date,Time,Sensor1,Sensor2,Sensor3
1000, 1467119162, 13:6:2, 2, 735, 800, 708, 0.04, -28.14, -24.96, -29.46, 
2001, 1467119163, 13:6:3, 24, 700, 704, 735, 0.47, -29.85, -29.65, -28.14, 
3000, 1467119164, 13:6:4, 0, 800, 696, 705, 0.00, -24.96, -30.04, -29.61, 
4000, 1467119165, 13:6:5, 0, 768, 703, 688, 0.00, -26.53, -29.70, -30.44, 
5000, 1467119166, 13:6:6, 1, 727, 680, 699, 0.02, -28.53, -30.83, -29.90, 
6000, 1467119167, 13:6:7, 31, 689, 695, 683, 0.61, -30.39, -30.09, -30.68, 
7001, 1467119168, 13:6:8, 31, 683, 695, 683, 0.61, -30.68, -30.09, -30.68, 
8001, 1467119169, 13:6:9, 46, 751, 720, 767, 0.90, -27.36, -28.87, -26.57, 
9003, 1467119170, 13:6:10, 0, 816, 755, 720, 0.00, -24.18, -27.16, -28.87, 
10001, 1467119171, 13:6:11, 0, 759, 712, 735, 0.00, -26.97, -29.26, -28.14, 
11001, 1467119172, 13:6:12, 0, 816, 720, 735, 0.00, -24.18, -28.87, -28.14, 
12001, 1467119173, 13:6:13, 15, 716, 711, 742, 0.29, -29.07, -29.31, -27.80, 
13001, 1467119174, 13:6:14, 0, 800, 715, 718, 0.00, -24.96, -29.12, -28.97, 
14001, 1467119175, 13:6:15, 0, 926, 897, 847, 0.00, -18.80, -20.22, -22.66, 
15001, 1467119176, 13:6:16, 1, 783, 736, 768, 0.02, -25.79, -28.09, -26.53, 
16001, 1467119177, 13:6:17, 3, 751, 743, 831, 0.06, -27.36, -27.75, -23.45, 
17001, 1467119178, 13:6:18, 1, 751, 832, 781, 0.02, -27.36, -23.40, -25.89, 
18001, 1467119179, 13:6:19, 2, 751, 767, 832, 0.04, -27.36, -26.57, -23.40, 
19001, 1467119180, 13:6:20, 8, 759, 799, 800, 0.16, -26.97, -25.01, -24.96, 
20001, 1467119181, 13:6:21, 0, 848, 767, 736, 0.00, -22.62, -26.57, -28.09, 
21001, 1467119182, 13:6:22, 0, 816, 743, 732, 0.00, -24.18, -27.75, -28.29, 
22001, 1467119183, 13:6:23, 4, 759, 791, 816, 0.08, -26.97, -25.40, -24.18, 
23002, 1467119184, 13:6:24, 31, 743, 751, 735, 0.61, -27.75, -27.36, -28.14, 
24002, 1467119185, 13:6:25, 0, 836, 768, 724, 0.00, -23.20, -26.53, -28.68, 
25003, 1467119186, 13:6:26, 7, 750, 715, 747, 0.14, -27.41, -29.12, -27.55, 
26003, 1467119187, 13:6:27, 52, 751, 704, 751, 1.02, -27.36, -29.65, -27.36, 
27004, 1467119188, 13:6:28, 32, 720, 705, 751, 0.63, -28.87, -29.61, -27.36, 
28004, 1467119189, 13:6:29, 8, 767, 776, 719, 0.16, -26.57, -26.13, -28.92, 
29004, 1467119190, 13:6:30, 31, 727, 710, 719, 0.61, -28.53, -29.36, -28.92, 
30004, 1467119191, 13:6:31, 4, 751, 784, 712, 0.08, -27.36, -25.74, -29.26, 
31004, 1467119192, 13:6:32, 0, 800, 695, 718, 0.00, -24.96, -30.09, -28.97, 
32004, 1467119193, 13:6:33, 0, 784, 695, 700, 0.00, -25.74, -30.09, -29.85, 
33004, 1467119194, 13:6:34, 0, 816, 680, 715, 0.00, -24.18, -30.83, -29.12, 
34004, 1467119195, 13:6:35, 31, 704, 695, 699, 0.61, -29.65, -30.09, -29.90, 
35005, 1467119196, 13:6:36, 57, 715, 672, 719, 1.11, -29.12, -31.22, -28.92, 
36005, 1467119197, 13:6:37, 3, 704, 686, 767, 0.06, -29.65, -30.53, -26.57, 
37005, 1467119198, 13:6:38, 8, 694, 679, 792, 0.16, -30.14, -30.88, -25.35, 
38005, 1467119199, 13:6:39, 1, 691, 703, 784, 0.02, -30.29, -29.70, -25.74, 
39006, 1467119200, 13:6:40, 2, 699, 703, 768, 0.04, -29.90, -29.70, -26.53, 
40007, 1467119201, 13:6:41, 8, 684, 735, 736, 0.16, -30.63, -28.14, -28.09, 
41006, 1467119202, 13:6:42, 0, 768, 663, 701, 0.00, -26.53, -31.66, -29.80, 
42006, 1467119203, 13:6:43, 16, 672, 671, 719, 0.31, -31.22, -31.27, -28.92, 
