millis,Date,Time,Sensor1,Sensor2,Sensor3
1001, 1467012926, 7:35:26, 0, 800, 735, 743, 0.00, -24.96, -28.14, -27.75, 
2002, 1467012927, 7:35:27, 0, 798, 768, 733, 0.00, -25.06, -26.53, -28.24, 
3001, 1467012928, 7:35:28, 3, 719, 743, 767, 0.06, -28.92, -27.75, -26.57, 
4001, 1467012929, 7:35:29, 8, 731, 717, 792, 0.16, -28.33, -29.02, -25.35, 
5001, 1467012930, 7:35:30, 0, 800, 741, 708, 0.00, -24.96, -27.85, -29.46, 
6001, 1467012931, 7:35:31, 8, 735, 808, 703, 0.16, -28.14, -24.57, -29.70, 
7001, 1467012932, 7:35:32, 0, 767, 768, 719, 0.00, -26.57, -26.53, -28.92, 
8001, 1467012933, 7:35:33, 0, 832, 759, 736, 0.00, -23.40, -26.97, -28.09, 
9001, 1467012934, 7:35:34, 16, 767, 832, 736, 0.31, -26.57, -23.40, -28.09, 
10001, 1467012935, 7:35:35, 31, 735, 751, 735, 0.61, -28.14, -27.36, -28.14, 
11001, 1467012936, 7:35:36, 1, 736, 747, 767, 0.02, -28.09, -27.55, -26.57, 
12001, 1467012937, 7:35:37, 8, 743, 724, 814, 0.16, -27.75, -28.68, -24.28, 
13001, 1467012938, 7:35:38, 16, 735, 767, 808, 0.31, -28.14, -26.57, -24.57, 
14002, 1467012939, 7:35:39, 8, 863, 862, 927, 0.16, -21.88, -21.93, -18.75, 
15002, 1467012940, 7:35:40, 0, 856, 791, 767, 0.00, -22.22, -25.40, -26.57, 
16001, 1467012941, 7:35:41, 8, 749, 840, 811, 0.16, -27.45, -23.01, -24.42, 
17002, 1467012942, 7:35:42, 1, 752, 769, 799, 0.02, -27.31, -26.48, -25.01, 
18002, 1467012943, 7:35:43, 0, 783, 767, 760, 0.00, -25.79, -26.57, -26.92, 
19001, 1467012944, 7:35:44, 0, 848, 750, 760, 0.00, -22.62, -27.41, -26.92, 
20002, 1467012945, 7:35:45, 32, 767, 744, 783, 0.63, -26.57, -27.70, -25.79, 
21002, 1467012946, 7:35:46, 8, 783, 848, 764, 0.16, -25.79, -22.62, -26.72, 
22002, 1467012947, 7:35:47, 0, 848, 750, 755, 0.00, -22.62, -27.41, -27.16, 
23002, 1467012948, 7:35:48, 0, 751, 836, 791, 0.00, -27.36, -23.20, -25.40, 
24002, 1467012949, 7:35:49, 0, 783, 767, 752, 0.00, -25.79, -26.57, -27.31, 
25001, 1467012950, 7:35:50, 8, 759, 799, 832, 0.16, -26.97, -25.01, -23.40, 
26001, 1467012951, 7:35:51, 0, 807, 800, 759, 0.00, -24.62, -24.96, -26.97, 
27002, 1467012952, 7:35:52, 0, 775, 751, 744, 0.00, -26.18, -27.36, -27.70, 
28002, 1467012953, 7:35:53, 0, 816, 736, 768, 0.00, -24.18, -28.09, -26.53, 
29002, 1467012954, 7:35:54, 8, 727, 812, 791, 0.16, -28.53, -24.38, -25.40, 
30001, 1467012955, 7:35:55, 8, 747, 767, 832, 0.16, -27.55, -26.57, -23.40, 
31002, 1467012956, 7:35:56, 31, 728, 731, 759, 0.61, -28.48, -28.33, -26.97, 
32001, 1467012957, 7:35:57, 0, 816, 751, 734, 0.00, -24.18, -27.36, -28.19, 
33001, 1467012958, 7:35:58, 44, 735, 716, 751, 0.86, -28.14, -29.07, -27.36, 
